"","Policy","IdOrig","Dbase","SciName","CommName","MSY","SpeciesCat","SpeciesCatName","BvBmsy","FvFmsy","current_b","current_f","b_mey","f_mey","current_b_mey","current_f_mey"
"1010","Historic","14887-FAO-61-33","FAO","Larimichthys polyactis","Yellow croaker",1490.80810837492,33,"Miscellaneous coastal fishes",0.536915192772663,0.197392045575921,0.536915192772663,0.197392045575921,1.36602115763542,0.678771756448985,0.39305042222191,0.290807688594151
"1011","Historic","14917-FAO-51-31","FAO","Psettodes erumei","Indian halibut",219.895800861671,31,"Flounders, halibuts, soles",0.563278935686918,2.36552299155814,0.563278935686918,2.36552299155814,1.27067562731248,0.754975298227723,0.443290894685899,3.13324554738562
"1012","Historic","14957-FAO-57-45","FAO","Penaeus merguiensis","Banana prawn",2918.50010479959,45,"Shrimps, prawns",0.609546521819324,1.90335756724714,0.609546521819324,1.90335756724714,1.29094826720938,0.738393223957546,0.472169596026469,2.57770183351056
"1013","Historic","14958-FAO-71-45","FAO","Penaeus merguiensis","Banana prawn",5004.24295059,45,"Shrimps, prawns",0.45010563686093,1.81359046154964,0.45010563686093,1.81359046154964,1.28867661828634,0.740240763436258,0.349277414111441,2.4500007985656
"1014","Historic","14961-FAO-57-25","FAO","Lates calcarifer","Barramundi(=Giant seaperch)",73.9729300069666,25,"Miscellaneous diadromous fishes",0.81491275782274,0.895797449928074,0.81491275782274,0.895797449928074,1.35681313971132,0.685939236716417,0.600607949592914,1.30594286195997
"1015","Historic","14962-FAO-71-25","FAO","Lates calcarifer","Barramundi(=Giant seaperch)",69.0096477593499,25,"Miscellaneous diadromous fishes",0.922729053010113,0.109929444741266,0.922729053010113,0.109929444741266,1.3569906347876,0.685800702525666,0.679981887387557,0.160293572661004
"1016","Historic","14969-FAO-57-57","FAO","Sepioteuthis lessoniana","Bigfin reef squid",4430.2050939724,57,"Squids, cuttlefishes, octopuses",1.66709772154963,0.160312287943522,1.66709772154963,0.160312287943522,1.36114531134798,0.682562189621634,1.22477571472413,0.234868397899961
"1017","Historic","14970-FAO-71-57","FAO","Sepioteuthis lessoniana","Bigfin reef squid",7351.79243684663,57,"Squids, cuttlefishes, octopuses",1.64722412826536,0.212550734622196,1.64722412826536,0.212550734622196,1.36202138197662,0.681880329619065,1.20939667325548,0.311712664802837
"1018","Historic","14978-FAO-71-56","FAO","Anadara granosa","Blood cockle",3613.32854966337,56,"Clams, cockles, arkshells",1.76685243046715,0.205506756218645,1.76685243046715,0.205506756218645,1.3649831205518,0.679577794358092,1.29441339153915,0.302403577522365
"1019","Historic","14981-FAO-57-42","FAO","Portunus pelagicus","Blue swimming crab",10995.5464102637,42,"Crabs, sea-spiders",1.86783327343124,0.433979267984224,1.86783327343124,0.433979267984224,1.36168504965125,0.682142060403889,1.37170726366543,0.636200717087097
"1020","Historic","14982-FAO-71-42","FAO","Portunus pelagicus","Blue swimming crab",20139.7056697782,42,"Crabs, sea-spiders",1.04529389157595,0.592487770516912,1.04529389157595,0.592487770516912,1.35611610102099,0.686483415009057,0.770799705710283,0.863076598156556
"1021","Historic","14994-FAO-57-34","FAO","Muraenesox cinereus","Daggertooth pike conger",614.018153998587,34,"Miscellaneous demersal fishes",1.0576505486538,0.632875686104233,1.0576505486538,0.632875686104233,1.35771657498649,0.685234262234754,0.778992146180675,0.923590253704238
"1022","Historic","14995-FAO-71-34","FAO","Muraenesox cinereus","Daggertooth pike conger",3242.53416131783,34,"Miscellaneous demersal fishes",1.89366359494865,0.438091563296368,1.89366359494865,0.438091563296368,1.36280890597397,0.681267690785862,1.38952980615817,0.643053485761253
"1023","Historic","14996-FAO-57-35","FAO","Chirocentrus dorab","Dorab wolf-herring",1942.71868740049,35,"Herrings, sardines, anchovies",0.804811322221801,0.755505840909734,0.804811322221801,0.755505840909734,1.35683797775016,0.685919849841826,0.593152119427184,1.10144915777544
"1024","Historic","14997-FAO-71-35","FAO","Chirocentrus dorab","Dorab wolf-herring",2256.07921292629,35,"Herrings, sardines, anchovies",0.816119970626429,1.19919751463036,0.816119970626429,1.19919751463036,1.35677145254586,0.685971775514765,0.601516172156375,1.74817325935963
"1025","Historic","15002-FAO-57-43","FAO","Thenus orientalis","Flathead lobster",126.156780980294,43,"Lobsters, spiny-rock lobsters",0.422764305464818,1.16247274239411,0.422764305464818,1.16247274239411,1.24489590568484,0.776375052577804,0.3395981170267,1.49730821274376
"1026","Historic","15003-FAO-71-43","FAO","Thenus orientalis","Flathead lobster",960.777464696408,43,"Lobsters, spiny-rock lobsters",0.511463255177486,2.0716220820006,0.511463255177486,2.0716220820006,1.24411561597923,0.777028361208788,0.411105888076903,2.66608297125457
"1027","Historic","15006-FAO-57-45","FAO","Penaeus monodon","Giant tiger prawn",440.485804481894,45,"Shrimps, prawns",0.538508219215883,2.78240075347608,0.538508219215883,2.78240075347608,1.29036366126031,0.738868433459539,0.417330583139576,3.7657594065134
"1028","Historic","15007-FAO-71-45","FAO","Penaeus monodon","Giant tiger prawn",440.292998839066,45,"Shrimps, prawns",0.476884484814212,2.74802601825076,0.476884484814212,2.74802601825076,1.29141093208817,0.738017260727476,0.369274003312876,3.72352540310776
"1029","Historic","15010-FAO-57-45","FAO","Penaeus semisulcatus","Green tiger prawn",640.540068719374,45,"Shrimps, prawns",0.485084060407067,3.40825949973639,0.485084060407067,3.40825949973639,1.29071971139653,0.738578989651112,0.375824476936374,4.61461745797341
"1030","Historic","15011-FAO-71-45","FAO","Penaeus semisulcatus","Green tiger prawn",618.906826993137,45,"Shrimps, prawns",0.334028621856363,1.64463664212448,0.334028621856363,1.64463664212448,1.28948035108229,0.739586782844382,0.259041265402769,2.22372367959222
"1031","Historic","15016-FAO-57-31","FAO","Psettodes erumei","Indian halibut",1111.86281780129,31,"Flounders, halibuts, soles",0.38252175046715,1.0933157672283,0.38252175046715,1.0933157672283,1.27054713413444,0.755081082651656,0.301068524095128,1.44794485300685
"1032","Historic","15017-FAO-71-31","FAO","Psettodes erumei","Indian halibut",1793.43976593505,31,"Flounders, halibuts, soles",0.415086974366706,1.21971944692441,0.415086974366706,1.21971944692441,1.27060940954683,0.755029812163105,0.326683378265512,1.61545865775816
"1033","Historic","15026-FAO-57-42","FAO","Scylla serrata","Indo-Pacific swamp crab",1441.17196054542,42,"Crabs, sea-spiders",1.03142269745036,1.04072940541127,1.03142269745036,1.04072940541127,1.35616028709954,0.686448912184092,0.760546306555169,1.51610613250148
"1034","Historic","15027-FAO-71-42","FAO","Scylla serrata","Indo-Pacific swamp crab",1641.0830124317,42,"Crabs, sea-spiders",0.774047820912774,0.871463653634715,0.774047820912774,0.871463653634715,1.35620855780088,0.686411220913105,0.570743943813412,1.26959412533414
"1035","Historic","15032-FAO-57-34","FAO","Trichiurus lepturus","Largehead hairtail",5202.54755719927,34,"Miscellaneous demersal fishes",0.927759338498421,0.506970368100329,0.927759338498421,0.506970368100329,1.36644295267028,0.678444373847469,0.678959437483585,0.747254141449051
"1036","Historic","15033-FAO-71-34","FAO","Trichiurus lepturus","Largehead hairtail",11259.2214253999,34,"Miscellaneous demersal fishes",1.96231386642881,0.399065338407364,1.96231386642881,0.399065338407364,1.36670211955508,0.67824325824402,1.43580216811812,0.588380840585941
"1037","Historic","15072-FAO-57-33","FAO","Sillaginidae","Sillago-whitings",2060.41450599671,33,"Miscellaneous coastal fishes",0.586688114118068,1.13581774291528,0.586688114118068,1.13581774291528,1.3567712401946,0.685971941267015,0.432414910293883,1.65577872007036
"1038","Historic","15073-FAO-71-33","FAO","Sillaginidae","Sillago-whitings",1985.40112441824,33,"Miscellaneous coastal fishes",0.600738733807766,1.33310152728613,0.600738733807766,1.33310152728613,1.35695802622782,0.685826152271675,0.44270988652298,1.94378928664425
"1039","Historic","15092-FAO-57-31","FAO","Cynoglossidae","Tonguefishes",2379.67554368636,31,"Flounders, halibuts, soles",0.517983911061592,0.512723307913292,0.517983911061592,0.512723307913292,1.26016667950491,0.76365582694706,0.411043967029104,0.671406266829724
"1040","Historic","15093-FAO-71-31","FAO","Cynoglossidae","Tonguefishes",3898.27629143209,31,"Flounders, halibuts, soles",0.925064506619063,1.32051931040172,0.925064506619063,1.32051931040172,1.26136359938731,0.762664195841289,0.73338449521486,1.73145575418689
"1041","Historic","15097-FAO-57-45","FAO","Penaeus latisulcatus","Western king prawn",507.81584279123,45,"Shrimps, prawns",0.51434026518341,2.30483436686452,0.51434026518341,2.30483436686452,1.29032789021066,0.738897516400879,0.39861206526307,3.11928828518901
"1042","Historic","15098-FAO-71-45","FAO","Penaeus latisulcatus","Western king prawn",975.774293264559,45,"Shrimps, prawns",0.425264821086024,0.814531472339469,0.425264821086024,0.814531472339469,1.29073547953224,0.738566172761085,0.329474805511767,1.10285510273831
"1043","Historic","15108-FAO-34-33","FAO","Apsilus fuscus","African forktail snapper",0.463997392171461,33,"Miscellaneous coastal fishes",0.448638841870793,19.2153182068062,0.448638841870793,19.2153182068062,1.35723719662461,0.685608286420584,0.330553010915512,28.0266714790239
"1044","Historic","15116-FAO-34-33","FAO","Lethrinus atlanticus","Atlantic emperor",0.883702733945673,33,"Miscellaneous coastal fishes",0.752006631249041,16.552546489693,0.752006631249041,16.552546489693,1.35795837849065,0.685045641173216,0.553777378718253,24.1626914979635
"1045","Historic","15119-FAO-34-33","FAO","Brachydeuterus auritus","Bigeye grunt",692.590782711012,33,"Miscellaneous coastal fishes",0.735314411323075,0.145305460288079,0.735314411323075,0.145305460288079,1.36805677479141,0.6771925384849,0.537488227734693,0.214570379958962
"1046","Historic","15144-FAO-34-34","FAO","Trichiurus lepturus","Largehead hairtail",100.442965403467,34,"Miscellaneous demersal fishes",0.69856692542327,0.327793464530743,0.69856692542327,0.327793464530743,1.36624625715432,0.678597031837531,0.511303816398574,0.483045827128261
"1047","Historic","15145-FAO-34-33","FAO","Galeoides decadactylus","Lesser African threadfin",58.5146955855644,33,"Miscellaneous coastal fishes",0.899183172218356,0.817250763293564,0.899183172218356,0.817250763293564,1.36692304258198,0.678071844633023,0.657815505487341,1.20525689093589
"1048","Historic","15148-FAO-34-35","FAO","Sardinella maderensis","Madeiran sardinella",354.499004858545,35,"Herrings, sardines, anchovies",0.414371995271179,0.188911140737602,0.414371995271179,0.188911140737602,1.35276837793999,0.689100152592044,0.306314075660306,0.274141777544258
"1049","Historic","15162-FAO-34-33","FAO","Pagellus bellottii","Red pandora",48.817437992228,33,"Miscellaneous coastal fishes",0.608376686585216,0.336707238934687,0.608376686585216,0.336707238934687,1.35616985272803,0.686441442956112,0.448599181998792,0.490511233536077
"1050","Historic","15183-FAO-34-24","FAO","Ilisha africana","West African ilisha",1318.9779866811,24,"Shads",1.87542539970039,0.0161704702757143,1.87542539970039,0.0161704702757143,1.36704944939015,0.677973776032023,1.37187824517762,0.0238511736698066
"1051","Historic","15217-FAO-31-38","FAO","Carcharhinus limbatus","Blacktip shark",1.16147983193818,38,"Sharks, rays, chimaeras",1.03698010710111,3.32106895634798,1.03698010710111,3.32106895634798,1.33107418585058,0.70618598267792,0.779055080568977,4.70282480509482
"1052","Historic","15221-FAO-31-43","FAO","Panulirus argus","Caribbean spiny lobster",8.72465060518868,43,"Lobsters, spiny-rock lobsters",0.690627261526896,7.63424459576899,0.690627261526896,7.63424459576899,1.24601716269025,0.775436846185199,0.554267856179264,9.8450887823116
"1053","Historic","15255-FAO-37-33","FAO","Spicara maena","Blotched picarel",175.807741442132,33,"Miscellaneous coastal fishes",0.706966289314098,0.249416392594318,0.706966289314098,0.249416392594318,1.35657595458466,0.686124381723301,0.5211402184484,0.363514836723733
"1054","Historic","15258-FAO-37-33","FAO","Boops boops","Bogue",3759.35194323575,33,"Miscellaneous coastal fishes",1.82270472920703,0.478533240666894,1.82270472920703,0.478533240666894,1.36239605069821,0.681588827582867,1.33786700884292,0.702084924666279
"1055","Historic","15260-FAO-37-45","FAO","Penaeus kerathurus","Caramote prawn",1441.34893029325,45,"Shrimps, prawns",0.616084770583866,3.06421291250839,0.616084770583866,3.06421291250839,1.28858581865467,0.740314666020381,0.478109227701327,4.13906822754209
"1056","Historic","15264-FAO-37-57","FAO","Sepia officinalis","Common cuttlefish",8771.02808267513,57,"Squids, cuttlefishes, octopuses",1.86579313612058,0.471557338312328,1.86579313612058,0.471557338312328,1.36283945481772,0.681243931705046,1.36904837141667,0.692200423909971
"1057","Historic","15265-FAO-37-33","FAO","Dentex dentex","Common dentex",159.707529035082,33,"Miscellaneous coastal fishes",0.987517915436741,1.22373374286304,0.987517915436741,1.22373374286304,1.34461794703141,0.695492966465159,0.734422679406399,1.75951994034197
"1058","Historic","15267-FAO-37-57","FAO","Octopus vulgaris","Common octopus",4822.08793103396,57,"Squids, cuttlefishes, octopuses",1.73517851221705,0.439813476149492,1.73517851221705,0.439813476149492,1.35672194025295,0.686010423248775,1.27894925314877,0.641117774955438
"1059","Historic","15268-FAO-37-33","FAO","Pagellus erythrinus","Common pandora",4190.60278193656,33,"Miscellaneous coastal fishes",1.83766712366469,0.527858120664529,1.83766712366469,0.527858120664529,1.36218736380089,0.681751183398991,1.34905606416512,0.774267993247623
"1060","Historic","15270-FAO-37-31","FAO","Solea solea","Common sole",298.336123077051,31,"Flounders, halibuts, soles",0.784275208337101,1.90189125924518,0.784275208337101,1.90189125924518,1.26256083162412,0.761673070025242,0.621178155295878,2.49699160189837
"1061","Historic","15276-FAO-37-34","FAO","Conger conger","European conger",1.21692297386158,34,"Miscellaneous demersal fishes",0.743265925335429,6.63351838396679,0.743265925335429,6.63351838396679,1.33150766071838,0.705842381793365,0.558213780711121,9.39801654742339
"1062","Historic","15282-FAO-37-33","FAO","Mugil cephalus","Flathead grey mullet",754.222222293231,33,"Miscellaneous coastal fishes",0.490492921258433,0.570361742280354,0.490492921258433,0.570361742280354,1.35664677834399,0.686069094452897,0.361547993986436,0.831347377242211
"1063","Historic","15288-FAO-37-33","FAO","Trachinus draco","Greater weever",8.91409769796824,33,"Miscellaneous coastal fishes",0.505137727523318,0.888326863419061,0.505137727523318,0.888326863419061,1.35679653058824,0.685952200822879,0.372301753531398,1.29502735373312
"1064","Historic","15289-FAO-37-33","FAO","Balistes carolinensis","Grey triggerfish",115.841895415645,33,"Miscellaneous coastal fishes",1.44509272136278,1.42769859616794,1.44509272136278,1.42769859616794,1.35656952429906,0.686129401524025,1.06525518631967,2.08080078334604
"1065","Historic","15296-FAO-37-34","FAO","Zeus faber","John dory",55.9767275753962,34,"Miscellaneous demersal fishes",1.78284504509289,0.651316757982189,1.78284504509289,0.651316757982189,1.35870004716785,0.684467265720288,1.31216970869262,0.951567431492558
"1066","Historic","15314-FAO-37-33","FAO","Mullus barbatus","Red mullet",1490.60052716949,33,"Miscellaneous coastal fishes",1.09361598974213,1.71763906717385,1.09361598974213,1.71763906717385,1.35574665913253,0.686771930486344,0.806652173822711,2.50103271686932
"1067","Historic","15315-FAO-37-33","FAO","Pagrus pagrus","Red porgy",315.941426648014,33,"Miscellaneous coastal fishes",1.40888067439421,0.770572193462663,1.40888067439421,0.770572193462663,1.35748741156301,0.685413048461658,1.03785910822703,1.12424500115972
"1068","Historic","15316-FAO-37-33","FAO","Oblada melanura","Saddled seabream",29.4545194405953,33,"Miscellaneous coastal fishes",0.829565882790604,1.43240299421564,0.829565882790604,1.43240299421564,1.35653336590318,0.686157628925844,0.611533710590508,2.08757133030498
"1069","Historic","15318-FAO-37-33","FAO","Lithognathus mormyrus","Sand steenbras",413.728337129014,33,"Miscellaneous coastal fishes",1.09342499082133,0.778105347702386,1.09342499082133,0.778105347702386,1.35602110829824,0.686557593437314,0.806348060609133,1.13334315305833
"1070","Historic","15324-FAO-37-33","FAO","Umbrina cirrosa","Shi drum",24.9636792489364,33,"Miscellaneous coastal fishes",0.78985145911503,0.30429669242894,0.78985145911503,0.30429669242894,1.36707737495207,0.677952111888269,0.577766462664721,0.448846883272325
"1071","Historic","15325-FAO-37-34","FAO","Lepidopus caudatus","Silver scabbardfish",304.697455515848,34,"Miscellaneous demersal fishes",1.07172608759787,0.29704285092823,1.07172608759787,0.29704285092823,1.36695432571602,0.678047573947678,0.784024796904965,0.438085559688399
"1072","Historic","15329-FAO-37-33","FAO","Mullus surmuletus","Surmullet",1703.89226572345,33,"Miscellaneous coastal fishes",1.33183564564027,0.698892559758376,1.33183564564027,0.698892559758376,1.36771219210423,0.67745972917615,0.973768935693431,1.0316370548081
"1073","Historic","1533-FAO-34-33","FAO","Drepane africana","African sicklefish",83.8279709386865,33,"Miscellaneous coastal fishes",0.456701138861937,0.626888341203052,0.456701138861937,0.626888341203052,1.35596149752455,0.686604144773641,0.336809813328545,0.913027318542803
"1074","Historic","15344-FAO-37-33","FAO","Boops boops","Bogue",1486.47222262479,33,"Miscellaneous coastal fishes",0.942781832161808,1.01468582516388,0.942781832161808,1.01468582516388,1.35645512093303,0.686218713710859,0.695033560353488,1.47866242189282
"1075","Historic","15348-FAO-37-57","FAO","Sepia officinalis","Common cuttlefish",1352.30989850899,57,"Squids, cuttlefishes, octopuses",1.59574562839701,0.64691247780071,1.59574562839701,0.64691247780071,1.35649344851531,0.686188791530679,1.17637547762841,0.942761650707882
"1076","Historic","15349-FAO-37-33","FAO","Dentex dentex","Common dentex",65.3726883004064,33,"Miscellaneous coastal fishes",0.49487528952218,2.5037612018909,0.49487528952218,2.5037612018909,1.3308299012363,0.706379658871392,0.371854651794685,3.5444978779418
"1077","Historic","15350-FAO-37-57","FAO","Octopus vulgaris","Common octopus",747.044371598441,57,"Squids, cuttlefishes, octopuses",1.43456691921884,0.336852668402188,1.43456691921884,0.336852668402188,1.3566700898929,0.686050897231911,1.05741766543411,0.491002445680527
"1078","Historic","15355-FAO-37-33","FAO","Epinephelus marginatus","Dusky grouper",80.0606768462182,33,"Miscellaneous coastal fishes",0.506919655963743,0.566721184445567,0.506919655963743,0.566721184445567,1.3314750486264,0.705868229137058,0.380720357085701,0.802871075722446
"1079","Historic","15357-FAO-37-34","FAO","Conger conger","European conger",119.997470884491,34,"Miscellaneous demersal fishes",0.510055859919932,1.91159562336891,0.510055859919932,1.91159562336891,1.33160452927725,0.705765609776198,0.383038543881173,2.70854175506666
"1080","Historic","15361-FAO-37-43","FAO","Homarus gammarus","European lobster",34.1277111682909,43,"Lobsters, spiny-rock lobsters",0.289341328841952,0.810162902208109,0.289341328841952,0.810162902208109,1.24142744664053,0.779281619694745,0.233071477213549,1.03962788513536
"1081","Historic","15367-FAO-37-33","FAO","Sparus aurata","Gilthead seabream",747.723268163168,33,"Miscellaneous coastal fishes",0.973147366331854,1.26160433916887,0.973147366331854,1.26160433916887,1.35641938768303,0.68624661112529,0.717438408185937,1.83841248716715
"1082","Historic","15375-FAO-37-34","FAO","Zeus faber","John dory",54.7976126539094,34,"Miscellaneous demersal fishes",1.00086043008453,1.25809643933071,1.00086043008453,1.25809643933071,1.35756264040463,0.685354354540429,0.737248065243026,1.83568752572432
"1083","Historic","1537-FAO-34-33","FAO","Pseudotolithus elongatus","Bobo croaker",1554.47640379927,33,"Miscellaneous coastal fishes",0.562443082525971,0.0526132485718254,0.562443082525971,0.0526132485718254,1.36639735806022,0.678479758838284,0.411624831684712,0.0775457895190736
"1084","Historic","15383-FAO-37-33","FAO","Argyrosomus regius","Meagre",31.2843400256363,33,"Miscellaneous coastal fishes",0.392618718637827,4.64062907606279,0.392618718637827,4.64062907606279,1.33132290531694,0.705988820050683,0.294908708525794,6.57323309415811
"1085","Historic","15385-FAO-37-54","FAO","Mytilus galloprovincialis","Mediterranean mussel",2454.82050951073,54,"Mussels",0.386218571439085,2.20757939666658,0.386218571439085,2.20757939666658,1.2069056905744,0.80857621862737,0.320007250322328,2.73020569466431
"1086","Historic","1538-FAO-34-35","FAO","Ethmalosa fimbriata","Bonga shad",26077.4348390159,35,"Herrings, sardines, anchovies",1.73121840792559,0.687772606767823,1.73121840792559,0.687772606767823,1.35985636440195,0.68356604610711,1.2730891682718,1.00615384670533
"1087","Historic","15393-FAO-37-33","FAO","Mullus barbatus","Red mullet",2151.56503273924,33,"Miscellaneous coastal fishes",0.597960381819721,2.16858932315,0.597960381819721,2.16858932315,1.35686919333776,0.685895485497446,0.440691250678923,3.16169062051375
"1088","Historic","15394-FAO-37-33","FAO","Pagrus pagrus","Red porgy",584.689106627439,33,"Miscellaneous coastal fishes",0.942074690690167,1.98068043477534,0.942074690690167,1.98068043477534,1.35728209895139,0.685573247837057,0.694089085399413,2.88908652871778
"1089","Historic","15395-FAO-37-33","FAO","Oblada melanura","Saddled seabream",165.588641370672,33,"Miscellaneous coastal fishes",1.26878508977874,0.661601058010049,1.26878508977874,0.661601058010049,1.35658656879495,0.686116095785166,0.935277643877751,0.964269840154292
"1090","Historic","15396-FAO-37-33","FAO","Sarpa salpa","Salema",274.420126179339,33,"Miscellaneous coastal fishes",0.540588260551664,1.01113394183238,0.540588260551664,1.01113394183238,1.35615282911474,0.68645473570868,0.398618982275431,1.4729797745346
"1091","Historic","15401-FAO-37-33","FAO","Umbrina cirrosa","Shi drum",274.281278501011,33,"Miscellaneous coastal fishes",0.403630268462309,0.126458534259652,0.403630268462309,0.126458534259652,1.36605806469742,0.678743107197434,0.295470799443442,0.186312808069323
"1092","Historic","15404-FAO-37-56","FAO","Chamelea gallina","Striped venus",50896.794881397,56,"Clams, cockles, arkshells",1.89359978353446,0.6352580309284,1.89359978353446,0.6352580309284,1.36269467388555,0.681356537568776,1.38959946040964,0.932343047877892
"1093","Historic","15405-FAO-37-33","FAO","Mullus surmuletus","Surmullet",2644.42261893644,33,"Miscellaneous coastal fishes",1.46210622284167,0.974284585493871,1.46210622284167,0.974284585493871,1.36752814499258,0.67760246238298,1.06915987666902,1.43784097547037
"1094","Historic","1540-FAO-34-33","FAO","Pseudotolithus senegalensis","Cassava croaker",844.60144783922,33,"Miscellaneous coastal fishes",0.762495566105305,1.43011343312232,0.762495566105305,1.43011343312232,1.36713081906547,0.67791065191765,0.557734165210704,2.10958985387951
"1095","Historic","15411-FAO-31-43","FAO","Panulirus argus","Caribbean spiny lobster",195.935725598048,43,"Lobsters, spiny-rock lobsters",0.406912980682583,2.50850413866395,0.406912980682583,2.50850413866395,1.24321396178514,0.777783698471766,0.327307280315845,3.2251950556341
"1096","Historic","15432-FAO-31-43","FAO","Panulirus argus","Caribbean spiny lobster",51.6362672112767,43,"Lobsters, spiny-rock lobsters",0.641854482582972,2.29309566940475,0.641854482582972,2.29309566940475,1.24510254976214,0.776202092581051,0.515503307503135,2.95425082117426
"1097","Historic","1544-FAO-34-33","FAO","Polydactylus quadrifilis","Giant African threadfin",121.151661154456,33,"Miscellaneous coastal fishes",0.394347260979094,0.879105684727647,0.394347260979094,0.879105684727647,1.36551978573008,0.679161010633696,0.288789122720953,1.29439951788073
"1098","Historic","1547-FAO-34-34","FAO","Trichiurus lepturus","Largehead hairtail",1454.48752587438,34,"Miscellaneous demersal fishes",2.09593140481073,0.236837316459664,2.09593140481073,0.236837316459664,1.36768264775089,0.677482640521223,1.53246910623413,0.349584332194037
"1099","Historic","15495-FAO-37-24","FAO","Clupeonella cultriventris","Black and Caspian Sea sprat",13082.619563791,24,"Shads",1.70655106900821,0.235015800995409,1.70655106900821,0.235015800995409,1.36062318178282,0.682968741044857,1.25424224124429,0.344109161769049
"1100","Historic","1549-FAO-34-33","FAO","Galeoides decadactylus","Lesser African threadfin",349.066316407902,33,"Miscellaneous coastal fishes",0.666825838975478,0.919376524582001,0.666825838975478,0.919376524582001,1.36578259028184,0.678956960456164,0.488237178977275,1.35410133208489
"1101","Historic","15551-FAO-37-31","FAO","Platichthys flesus","European flounder",8.45922461553964,31,"Flounders, halibuts, soles",0.381869615871684,0.619133544337766,0.381869615871684,0.619133544337766,1.26062830017622,0.763273290219998,0.302920072330841,0.811155784266096
"1102","Historic","1556-FAO-34-33","FAO","Pentanemus quinquarius","Royal threadfin",763.924474610195,33,"Miscellaneous coastal fishes",0.808710350133266,0.865984973936713,0.808710350133266,0.865984973936713,1.36692632286287,0.67806929964097,0.591626876011515,1.27713343517431
"1103","Historic","15618-FAO-37-54","FAO","Mytilus galloprovincialis","Mediterranean mussel",95.1397346615816,54,"Mussels",0.302105353389751,11.7597027238512,0.302105353389751,11.7597027238512,1.20689767214361,0.808583101532893,0.250315631857315,14.5435919963668
"1104","Historic","1561-FAO-34-33","FAO","Pomadasys jubelini","Sompat grunt",242.85498139343,33,"Miscellaneous coastal fishes",0.841405953286398,2.87266845029254,0.841405953286398,2.87266845029254,1.35605754544782,0.686529139701149,0.620479533564731,4.18433579023759
"1105","Historic","15635-FAO-41-34","FAO","Dissostichus eleginoides","Patagonian toothfish",14.9932538948182,34,"Miscellaneous demersal fishes",1.14005500887834,10.0040166991885,1.14005500887834,10.0040166991885,1.33311717085808,0.704567371699648,0.855179900011735,14.1988078089048
"1106","Historic","1563-FAO-34-31","FAO","Cynoglossidae","Tonguefishes",436.695041091753,31,"Flounders, halibuts, soles",0.653625235764467,1.10357913798575,0.653625235764467,1.10357913798575,1.25970121929882,0.764041660653645,0.518873226246688,1.44439654905941
"1107","Historic","15643-FAO-37-38","FAO","Squalus acanthias","Picked dogfish",41.9259253343486,38,"Sharks, rays, chimaeras",1.01767348599492,0.210936333644504,1.01767348599492,0.210936333644504,1.33074239201078,0.706449045841558,0.764741164108548,0.298586762748368
"1108","Historic","15646-FAO-37-24","FAO","Alosa pontica","Pontic shad",13.2690659123719,24,"Shads",0.885009310000307,1.10701922106618,0.885009310000307,1.10701922106618,1.35677142816199,0.685971794547764,0.652290645005125,1.61379699553974
"1109","Historic","15661-FAO-37-33","FAO","Mullus barbatus","Red mullet",32.9370441839832,33,"Miscellaneous coastal fishes",0.854872031485979,3.26739843188753,0.854872031485979,3.26739843188753,1.35677382913331,0.685969920454369,0.630077035044269,4.76318032971954
"1110","Historic","15662-FAO-37-11","FAO","Rutilus rutilus","Roach",110.9012063741,11,"Carps, barbels and other cyprinids",1.85197161576896,0.876399070990929,1.85197161576896,0.876399070990929,1.3620996201889,0.681819452871344,1.35964476336329,1.28538290789468
"1111","Historic","1567-FAO-34-45","FAO","Nematopalaemon hastatus","West African estuarine prawn",4548.69020146618,45,"Shrimps, prawns",1.07425555318324,2.35344402685927,1.07425555318324,2.35344402685927,1.29028214370761,0.738934710640448,0.832574145447276,3.18491470622553
"1112","Historic","15701-FAO-37-33","FAO","Mugil soiuy","So-iuy mullet",1777.28466037885,33,"Miscellaneous coastal fishes",0.527127345617378,0.908357948907901,0.527127345617378,0.908357948907901,1.35722014888866,0.685621589508246,0.388387503714124,1.32486777372254
"1113","Historic","15720-FAO-37-38","FAO","Raja clavata","Thornback ray",45.4937768052763,38,"Sharks, rays, chimaeras",1.39132889835202,0.473957561576011,1.39132889835202,0.473957561576011,1.34515747156111,0.695068817758465,1.03432417970911,0.681885806796055
"1114","Historic","1575-FAO-21-24","FAO","Alosa pseudoharengus","Alewife",4779.78436932456,24,"Shads",0.945937361804642,0.424649429351294,0.945937361804642,0.424649429351294,1.35696984101158,0.685816931223011,0.697095346717118,0.619187730746193
"1115","Historic","1578-FAO-21-53","FAO","Crassostrea virginica","American cupped oyster",1466.70019571627,53,"Oysters",0.739832361925159,1.65512827529414,0.739832361925159,1.65512827529414,1.35721814761329,0.685623151199107,0.545109393966017,2.41404957285856
"1116","Historic","1579-FAO-21-43","FAO","Homarus americanus","American lobster",32394.2956700913,43,"Lobsters, spiny-rock lobsters",1.09192797668514,2.02215083342132,1.09192797668514,2.02215083342132,1.20277601133812,0.812126001007244,0.907839835839708,2.48994716449583
"1117","Historic","1581-FAO-21-24","FAO","Alosa sapidissima","American shad",82.2085248075769,24,"Shads",0.718761115304108,0.490790976010789,0.718761115304108,0.490790976010789,1.32861730815048,0.708135185354828,0.540984308193808,0.69307525760758
