"","Policy","IdOrig","Dbase","SciName","CommName","MSY","SpeciesCat","SpeciesCatName","BvBmsy","FvFmsy","current_b","current_f","b_mey","f_mey","current_b_mey","current_f_mey"
"2027","Historic","6263-FAO-37-43","FAO","Homarus gammarus","European lobster",3.22246844985741,43,"Lobsters, spiny-rock lobsters",0.894163694663232,5.20577690813692,0.894163694663232,5.20577690813692,1.244916672969,0.776357669417436,0.7182518429372,6.70538479003271
"2028","Historic","6265-FAO-37-33","FAO","Dicentrarchus labrax","European seabass",1031.16664347017,33,"Miscellaneous coastal fishes",0.499982150696889,0.356890071926312,0.499982150696889,0.356890071926312,1.35868035031938,0.68448262259866,0.36799100728833,0.521401216252018
"2029","Historic","6280-FAO-37-33","FAO","Sparus aurata","Gilthead seabream",931.93781469777,33,"Miscellaneous coastal fishes",0.761581779967489,0.946816446992733,0.761581779967489,0.946816446992733,1.35610766503199,0.686490002378808,0.561593890813621,1.37921374486423
"2030","Historic","6284-FAO-37-55","FAO","Pecten jacobaeus","Great Mediterranean scallop",10.0725393008669,55,"Scallops, pectens",0.51456673577074,11.7692599867921,0.51456673577074,11.7692599867921,1.20242158669568,0.812431117617163,0.427942030868556,14.4864711993196
"2031","Historic","6351-FAO-37-33","FAO","Xyrichtys novacula","Pearly razorfish",29.2686918941938,33,"Miscellaneous coastal fishes",0.793525758173667,3.96117004061894,0.793525758173667,3.96117004061894,1.35672075322162,0.686011349822042,0.584885103503716,5.77420481694145
"2032","Historic","6370-FAO-37-33","FAO","Mullus barbatus","Red mullet",919.811779788949,33,"Miscellaneous coastal fishes",0.863077179261037,7.38283429052487,0.863077179261037,7.38283429052487,1.35654598284431,0.686147779319202,0.636231421696003,10.7598312099037
"2033","Historic","6373-FAO-37-35","FAO","Sardinella aurita","Round sardinella",282.604376962795,35,"Herrings, sardines, anchovies",1.36549532310044,1.30605490802615,1.36549532310044,1.30605490802615,1.3569879387282,0.685802806679097,1.00626931465597,1.90441756042169
"2034","Historic","6374-FAO-37-33","FAO","Oblada melanura","Saddled seabream",55.6150035289686,33,"Miscellaneous coastal fishes",1.02498943786759,2.31559483355082,1.02498943786759,2.31559483355082,1.35801007672139,0.685005317028633,0.754773072334041,3.38040417495625
"2035","Historic","6376-FAO-37-33","FAO","Sarpa salpa","Salema",53.5904791060142,33,"Miscellaneous coastal fishes",0.74838590851387,4.9867403330723,0.74838590851387,4.9867403330723,1.35701038640714,0.68578528737611,0.551496079919709,7.27157672360122
"2036","Historic","6398-FAO-37-34","FAO","Lepidopus caudatus","Silver scabbardfish",5718.47512608242,34,"Miscellaneous demersal fishes",1.64065250573047,0.263695581489374,1.64065250573047,0.263695581489374,1.36811860461663,0.677144601192154,1.19920341715564,0.389422851522588
"2037","Historic","6409-FAO-37-47","FAO","Squilla mantis","Spottail mantis squillid",3483.10953429763,47,"Miscellaneous marine crustaceans",0.795298079976907,1.71509414522719,0.795298079976907,1.71509414522719,1.32874147805413,0.708036603010331,0.598534849037436,2.4223241255257
"2038","Historic","6410-FAO-37-34","FAO","Uranoscopus scaber","Stargazer",234.414945680424,34,"Miscellaneous demersal fishes",1.54623512871237,0.433150498927651,1.54623512871237,0.433150498927651,1.36494178528093,0.679609901583383,1.13282130079571,0.637351660001537
"2039","Historic","6411-FAO-37-56","FAO","Chamelea gallina","Striped venus",30646.7611805144,56,"Clams, cockles, arkshells",1.57981055955642,0.413664246884265,1.57981055955642,0.413664246884265,1.28985118294066,0.739285156287863,1.22480064402057,0.559546263530269
"2040","Historic","6413-FAO-37-33","FAO","Mullus surmuletus","Surmullet",1004.68875812406,33,"Miscellaneous coastal fishes",1.00743660418153,1.62227278856161,1.00743660418153,1.62227278856161,1.36694836876258,0.678052195551601,0.736996822413639,2.39254853712534
"2041","Historic","641-FAO-71-33","FAO","Sillaginidae","Sillago-whitings",584.165866519966,33,"Miscellaneous coastal fishes",0.656239945952382,2.07380677437548,0.656239945952382,2.07380677437548,1.35724153364112,0.685604902080167,0.483510067800433,3.0247840528611
"2042","Historic","6422-FAO-37-33","FAO","Aphia minuta","Transparent goby",17.3619689867052,33,"Miscellaneous coastal fishes",0.481296735122592,2.513086301974,0.481296735122592,2.513086301974,1.35760011565807,0.685325117144399,0.354520252003141,3.66699868296887
"2043","Historic","6442-FAO-31-43","FAO","Panulirus argus","Caribbean spiny lobster",167.524003485179,43,"Lobsters, spiny-rock lobsters",0.623138882538114,3.35278843649475,0.623138882538114,3.35278843649475,1.24401490622828,0.777112706117725,0.500909498285195,4.31441721400297
"2044","Historic","6469-FAO-61-34","FAO","Beryx decadactylus","Alfonsino",342.770483949117,34,"Miscellaneous demersal fishes",1.07048062324091,2.37920583073664,1.07048062324091,2.37920583073664,1.35777676548952,0.685187307526027,0.788406938790834,3.47234370018779
"2045","Historic","647-FAO-81-33","FAO","Pagrus auratus","Silver seabream",326.168663804778,33,"Miscellaneous coastal fishes",0.718974698158552,1.49249265571157,0.718974698158552,1.49249265571157,1.33101595389299,0.706232148106109,0.54016985751048,2.11331735565134
"2046","Historic","648-FAO-71-33","FAO","Pagrus auratus","Silver seabream",135.344617228726,33,"Miscellaneous coastal fishes",0.749232925060699,3.96431550167114,0.749232925060699,3.96431550167114,1.3300631986504,0.706987711292911,0.563306259297253,5.60733296823697
"2047","Historic","6639-FAO-61-34","FAO","Glossanodon semifasciatus","Deep-sea smelt",8767.18158409819,34,"Miscellaneous demersal fishes",1.29346690224327,0.330068823481424,1.29346690224327,0.330068823481424,1.36645363855657,0.678436080900893,0.946586745240476,0.486514253550794
"2048","Historic","663-FAO-57-34","FAO","Thyrsites atun","Snoek",743.478876099275,34,"Miscellaneous demersal fishes",0.719717091585121,0.0840973021365471,0.719717091585121,0.0840973021365471,1.35211095014594,0.689614646614008,0.532291445097341,0.12194825407126
"2049","Historic","6648-FAO-61-24","FAO","Konosirus punctatus","Dotted gizzard shad",26601.7420304787,24,"Shads",1.8637994388678,0.126259794744749,1.8637994388678,0.126259794744749,1.36413549158813,0.680236349214971,1.36628615732149,0.18561165525844
"2050","Historic","664-FAO-81-34","FAO","Thyrsites atun","Snoek",143.436660638563,34,"Miscellaneous demersal fishes",0.47198928691623,0.0147709249976133,0.47198928691623,0.0147709249976133,1.35544225662097,0.68700970146625,0.348217922682201,0.0215003150116927
"2051","Historic","6684-FAO-61-42","FAO","Portunus trituberculatus","Gazami crab",2789.06548914055,42,"Crabs, sea-spiders",1.07717778849479,0.915348748892858,1.07717778849479,0.915348748892858,1.35625443391287,0.68637540042184,0.794229874247912,1.33359783630109
"2052","Historic","6685-FAO-61-52","FAO","Haliotis gigantea","Giant abalone",2880.46124864517,52,"Abalones, winkles, conchs",0.686083290270353,0.640611641513898,0.686083290270353,0.640611641513898,1.35482750132146,0.687490023464911,0.506398998840197,0.931812273122527
"2053","Historic","670-FAO-57-33","FAO","Argyrosomus hololepidotus","Southern meagre(=Mulloway)",85.4460157859585,33,"Miscellaneous coastal fishes",0.557255016123849,1.42811476473777,0.557255016123849,1.42811476473777,1.35745732666288,0.685436521591625,0.410513837288559,2.08351133876206
"2054","Historic","671-FAO-81-33","FAO","Argyrosomus hololepidotus","Southern meagre(=Mulloway)",111.114099432399,33,"Miscellaneous coastal fishes",0.520165363569625,1.62636212785899,0.520165363569625,1.62636212785899,1.35626065108315,0.686370546073661,0.383529053323346,2.36951037185743
"2055","Historic","6724-FAO-61-52","FAO","Turbo cornutus","Horned turban",7757.79311298085,52,"Abalones, winkles, conchs",1.11949502816768,0.632138121840357,1.11949502816768,0.632138121840357,1.35837598490177,0.684719947640101,0.824142240889684,0.923206814726271
"2056","Historic","672-FAO-71-33","FAO","Argyrosomus hololepidotus","Southern meagre(=Mulloway)",87.0124260926296,33,"Miscellaneous coastal fishes",0.752022636621025,2.55213873922776,0.752022636621025,2.55213873922776,1.3571878220705,0.685646815898954,0.554103584184653,3.72223523838821
"2057","Historic","6740-FAO-61-56","FAO","Ruditapes philippinarum","Japanese carpet shell",89088.7196841227,56,"Clams, cockles, arkshells",1.39989832605264,0.218898827425507,1.39989832605264,0.218898827425507,1.35783126894997,0.68514479074657,1.03098106374822,0.319492799743808
"2058","Historic","6741-FAO-61-57","FAO","Todarodes pacificus","Japanese flying squid",295246.315589658,57,"Squids, cuttlefishes, octopuses",1.32939079977262,0.430715860657262,1.32939079977262,0.430715860657262,1.28759990122403,0.741117384860313,1.03245643193112,0.581170904172547
"2059","Historic","6746-FAO-61-35","FAO","Sardinops melanostictus","Japanese pilchard",661767.587995572,35,"Herrings, sardines, anchovies",0.470465534347683,0.329028974909593,0.470465534347683,0.329028974909593,1.28559093282284,0.742754601940297,0.365952747748973,0.442984767849395
"2060","Historic","6747-FAO-61-34","FAO","Arctoscopus japonicus","Japanese sandfish",12552.5392545395,34,"Miscellaneous demersal fishes",0.907355779692628,0.775091771473366,0.907355779692628,0.775091771473366,1.35423604445609,0.687952308946881,0.670013018341314,1.12666497574502
"2061","Historic","674-FAO-57-43","FAO","Jasus novaehollandiae","Southern rock lobster",2932.27821633684,43,"Lobsters, spiny-rock lobsters",0.439651792029235,1.85311396121994,0.439651792029235,1.85311396121994,1.24386591348089,0.77723749844183,0.353455937062296,2.38423128700684
"2062","Historic","6750-FAO-61-76","FAO","Stichopus japonicus","Japanese sea cucumber",14627.3335314806,76,"Sea-urchins and other echinoderms",1.88883142850675,0.364007293415392,1.88883142850675,0.364007293415392,1.36338046123004,0.680823240595911,1.38540303474985,0.534657561185461
"2063","Historic","6751-FAO-61-33","FAO","Lateolabrax japonicus","Japanese seabass",6447.87890982026,33,"Miscellaneous coastal fishes",0.843993392886059,1.56524280467968,0.843993392886059,1.56524280467968,1.35784682266969,0.685132657934951,0.621567454292575,2.28458355699677
"2064","Historic","6764-FAO-61-45","FAO","Penaeus japonicus","Kuruma prawn",1586.31356182258,45,"Shrimps, prawns",0.457655747033341,0.677699468776674,0.457655747033341,0.677699468776674,1.28993422650086,0.73921762011482,0.354789986676144,0.916779376378243
"2065","Historic","6767-FAO-61-34","FAO","Trichiurus lepturus","Largehead hairtail",31435.3700682003,34,"Miscellaneous demersal fishes",0.850277066409433,0.341392385487373,0.850277066409433,0.341392385487373,1.36588156513466,0.67888012135952,0.622511561846583,0.502875801995356
"2066","Historic","6772-FAO-61-43","FAO","Panulirus longipes","Longlegged spiny lobster",908.125087531622,43,"Lobsters, spiny-rock lobsters",0.575592254786424,2.32442567034878,0.575592254786424,2.32442567034878,1.24521087337994,0.776111435599054,0.462244802941742,2.99496382056866
"2067","Historic","6810-FAO-61-23","FAO","Oncorhynchus masou","Masu(=Cherry) salmon",1418.79232069069,23,"Salmons, trouts, smelts",0.855776011037933,0.67206491128323,0.855776011037933,0.67206491128323,1.35570913863588,0.686801235672292,0.631238653372964,0.978543538328616
"2068","Historic","6824-FAO-61-57","FAO","Ommastrephes bartrami","Neon flying squid",13743.7299065954,57,"Squids, cuttlefishes, octopuses",1.29865165619849,0.305575019480024,1.29865165619849,0.305575019480024,1.35686880249707,0.685895790553035,0.957094491234933,0.445512312057842
"2069","Historic","6836-FAO-61-33","FAO","Pleurogrammus azonus","Okhotsk atka mackerel",95846.8316497744,33,"Miscellaneous coastal fishes",0.582531799816046,1.23154731220383,0.582531799816046,1.23154731220383,1.35857570884531,0.684564210579649,0.428781256740676,1.79902380692824
"2070","Historic","6848-FAO-61-35","FAO","Clupea pallasii","Pacific herring",14892.4324067963,35,"Herrings, sardines, anchovies",0.421667854142256,0.534941380819518,0.421667854142256,0.534941380819518,1.35318009346124,0.688778053020825,0.311612516456468,0.776652767133601
"2071","Historic","6856-FAO-61-33","FAO","Ammodytes personatus","Pacific sandlance",113017.191697826,33,"Miscellaneous coastal fishes",0.569444910405939,0.568531212960302,0.569444910405939,0.568531212960302,1.29338802024903,0.736411902648923,0.440273840093476,0.772028820983552
"2072","Historic","6868-FAO-58-34","FAO","Dissostichus eleginoides","Patagonian toothfish",0.826091852044203,34,"Miscellaneous demersal fishes",0.825394716817465,49.8642043515413,0.825394716817465,49.8642043515413,1.33081764181717,0.706389379268482,0.620216242167053,70.5902520833189
"2073","Historic","6880-FAO-61-23","FAO","Oncorhynchus gorbuscha","Pink(=Humpback) salmon",27400.6767374133,23,"Salmons, trouts, smelts",0.808382028181659,0.229614027850958,0.808382028181659,0.229614027850958,1.35471391367385,0.687578791391874,0.596717890044699,0.333945768434985
"2074","Historic","6898-FAO-61-42","FAO","Chionoecetes japonicus","Red snow crab",13239.934739136,42,"Crabs, sea-spiders",1.17767175977067,1.14043490335765,1.17767175977067,1.14043490335765,1.28942099757841,0.739635066230382,0.913333784685054,1.54188863593229
"2075","Historic","6938-FAO-61-33","FAO","Pagrus auratus","Silver seabream",12183.6026888028,33,"Miscellaneous coastal fishes",0.904721639597585,1.39701739180559,0.904721639597585,1.39701739180559,1.34639993761148,0.694092574724053,0.671956091443799,2.01272487659301
"2076","Historic","699-FAO-58-34","FAO","Channichthys rhinoceratus","Unicorn icefish",51.2399013694791,34,"Miscellaneous demersal fishes",1.63257560073814,0.502073967383308,1.63257560073814,0.502073967383308,1.36050138599619,0.68306359444461,1.19998084349082,0.735032537916967
"2077","Historic","7032-FAO-81-57","FAO","Nototodarus sloanii","Wellington flying squid",13920.054530027,57,"Squids, cuttlefishes, octopuses",1.24651659072857,0.103103009167617,1.24651659072857,0.103103009167617,1.35490423928039,0.687430056724059,0.920003461935147,0.149983271983994
"2078","Historic","7033-FAO-47-42","FAO","Chaceon maritae","West African geryon",2258.83377089336,42,"Crabs, sea-spiders",0.640131636675074,0.560184973843409,0.640131636675074,0.560184973843409,1.35585064301919,0.686690717861749,0.472125480760651,0.815774786628455
"2079","Historic","7058-FAO-61-55","FAO","Patinopecten yessoensis","Yesso scallop",132691.336126624,55,"Scallops, pectens",0.748937340682643,3.17362593537131,0.748937340682643,3.17362593537131,1.2001060935874,0.814426275219306,0.624059276662693,3.89676270515306
"2080","Historic","7116-FAO-71-25","FAO","Chanos chanos","Milkfish",112.680134530052,25,"Miscellaneous diadromous fishes",0.913734832134936,0.10683785192364,0.913734832134936,0.10683785192364,1.35629761558933,0.686341684669558,0.673697882848455,0.155662776005041
"2081","Historic","7139-FAO-61-33","FAO","Pleurogrammus azonus","Okhotsk atka mackerel",1341.37363951896,33,"Miscellaneous coastal fishes",0.753603872579248,3.06668242950724,0.753603872579248,3.06668242950724,1.3561787809178,0.686434471504549,0.555681804775947,4.46755306851882
"2082","Historic","7146-FAO-61-45","FAO","Acetes japonicus","Akiami paste shrimp",10686.4602028344,45,"Shrimps, prawns",0.751363513727886,2.51836488188385,0.751363513727886,2.51836488188385,1.28955870332444,0.739523046968933,0.582651655788058,3.40539066660035
"2083","Historic","7187-FAO-41-57","FAO","Illex argentinus","Argentine shortfin squid",156549.141056637,57,"Squids, cuttlefishes, octopuses",1.587013258643,0.231125077966417,1.587013258643,0.231125077966417,1.35879713398684,0.684391573487317,1.16795452312042,0.337708830616835
"2084","Historic","7207-FAO-61-33","FAO","Platycephalus indicus","Bartail flathead",2395.97892635268,33,"Miscellaneous coastal fishes",0.868111689758381,0.910586854435575,0.868111689758381,0.910586854435575,1.3666284899338,0.678300392277547,0.63522141983183,1.34245367510119
"2085","Historic","7208-FAO-61-31","FAO","Paralichthys olivaceus","Bastard halibut",1501.48781598259,31,"Flounders, halibuts, soles",0.605142094766897,4.83373853227171,0.605142094766897,4.83373853227171,1.23422940406706,0.785334680333662,0.490299528412483,6.1550045519676
"2086","Historic","720-FAO-31-42","FAO","Menippe mercenaria","Black stone crab",91.569440245905,42,"Crabs, sea-spiders",1.83339164135385,0.476523343771202,1.83339164135385,0.476523343771202,1.36464383253637,0.679841360123936,1.34349461569489,0.700933146645169
"2087","Historic","722-FAO-31-43","FAO","Panulirus argus","Caribbean spiny lobster",4947.60377433423,43,"Lobsters, spiny-rock lobsters",1.10435318760874,2.20556664481538,1.10435318760874,2.20556664481538,1.24421045516304,0.776948937997081,0.887593560258283,2.83875366443151
"2088","Historic","7239-FAO-61-56","FAO","Anadara granosa","Blood cockle",2895.41552451352,56,"Clams, cockles, arkshells",1.10384819553265,0.17521358524809,1.10384819553265,0.17521358524809,1.3555219947413,0.686947413258868,0.81433440387909,0.255061132579101
"2089","Historic","7259-FAO-61-34","FAO","Chelidonichthys kumu","Bluefin gurnard",347.705886483676,34,"Miscellaneous demersal fishes",1.19264240954265,3.81973193501333,1.19264240954265,3.81973193501333,1.35617904555709,0.686434264865244,0.879413683207833,5.56459974468669
"2090","Historic","7270-FAO-61-24","FAO","Clupanodon thrissa","Chinese gizzard shad",12836.0291213091,24,"Shads",1.82440503500551,0.547652933022249,1.82440503500551,0.547652933022249,1.36163860513769,0.682178207230623,1.33985995118068,0.802800393236697
"2091","Historic","727-FAO-31-33","FAO","Epinephelus striatus","Nassau grouper",44.8909932607318,33,"Miscellaneous coastal fishes",0.565726054782153,4.05575609142418,0.565726054782153,4.05575609142418,1.33095362256968,0.706281565267659,0.42505316878728,5.74240684009241
"2092","Historic","7315-FAO-61-34","FAO","Muraenesox cinereus","Daggertooth pike conger",2649.22945975766,34,"Miscellaneous demersal fishes",0.909573230301932,0.556508153852292,0.909573230301932,0.556508153852292,1.35444000147759,0.687792876658505,0.6715492966168,0.809121717799649
"2093","Historic","7321-FAO-61-76","FAO","Echinodermata","Echinoderms",3905.64753741636,76,"Sea-urchins and other echinoderms",1.63244858918834,0.368739844433552,1.63244858918834,0.368739844433552,1.35726840019165,0.685583937275482,1.20274559472381,0.537847846755173
"2094","Historic","7338-FAO-61-33","FAO","Mugil cephalus","Flathead grey mullet",4099.40411304193,33,"Miscellaneous coastal fishes",0.775255799497294,1.4952392050413,0.775255799497294,1.4952392050413,1.35684269565546,0.685916167400141,0.571367485692793,2.17991538340431
"2095","Historic","7339-FAO-61-45","FAO","Penaeus chinensis","Fleshy prawn",653.378767437173,45,"Shrimps, prawns",0.382565136676067,1.40822566835576,0.382565136676067,1.40822566835576,1.28988556968057,0.739257190430209,0.296588430530939,1.90491981219181
"2096","Historic","7352-FAO-61-42","FAO","Portunus trituberculatus","Gazami crab",30890.8070730463,42,"Crabs, sea-spiders",1.85638590786242,0.468408382834758,1.85638590786242,0.468408382834758,1.36265238618444,0.681389429389806,1.36233270251739,0.687431243619708
"2097","Historic","737-FAO-51-24","FAO","Nematalosa nasus","Bloch's gizzard shad",418.833757379993,24,"Shads",1.59499440272763,0.432610445618376,1.59499440272763,0.432610445618376,1.36517750435715,0.679426817070271,1.1683421369287,0.636728540512749
"2098","Historic","738-FAO-51-42","FAO","Portunus pelagicus","Blue swimming crab",3230.77971967591,42,"Crabs, sea-spiders",1.71021993879499,0.781670803213313,1.71021993879499,0.781670803213313,1.35983005854369,0.683586541655344,1.25767181571685,1.14348477563711
"2099","Historic","7390-FAO-61-52","FAO","Turbo cornutus","Horned turban",4534.39619349678,52,"Abalones, winkles, conchs",0.942190341570689,0.690500351564672,0.942190341570689,0.690500351564672,1.35569506944307,0.686812224510874,0.694986920589559,1.00536992051419
"2100","Historic","7391-FAO-61-56","FAO","Pseudocardium sybillae","Imperial surf clam",5452.08433181765,56,"Clams, cockles, arkshells",1.20678232985615,0.0610990624049211,1.20678232985615,0.0610990624049211,1.35624501974286,0.686382751012358,0.889796690339149,0.0890160224959106
"2101","Historic","7407-FAO-61-35","FAO","Engraulis japonicus","Japanese anchovy",240710.486727493,35,"Herrings, sardines, anchovies",1.8259558132943,0.378782438568867,1.8259558132943,0.378782438568867,1.36269177000849,0.681358796208555,1.33996245774855,0.555922137758572
"2102","Historic","7408-FAO-61-56","FAO","Ruditapes philippinarum","Japanese carpet shell",24454.24719463,56,"Clams, cockles, arkshells",1.80740847649366,0.280663641648507,1.80740847649366,0.280663641648507,1.36222231590231,0.681723989689875,1.32680874141786,0.411696883039402
"2103","Historic","7409-FAO-61-57","FAO","Todarodes pacificus","Japanese flying squid",260903.226952374,57,"Squids, cuttlefishes, octopuses",1.87751094661277,0.370334785223004,1.87751094661277,0.370334785223004,1.36299835294106,0.681120357132762,1.37748585136695,0.543714163502559
"2104","Historic","7411-FAO-61-56","FAO","Meretrix lusoria","Japanese hard clam",2557.56484911581,56,"Clams, cockles, arkshells",1.53122040538455,0.146060124470825,1.53122040538455,0.146060124470825,1.35723532142806,0.685609749711133,1.12819080170521,0.213036825296554
"2105","Historic","7413-FAO-61-35","FAO","Sardinops melanostictus","Japanese pilchard",24008.3009667247,35,"Herrings, sardines, anchovies",0.576785565017432,0.049719658258963,0.576785565017432,0.049719658258963,1.3549716171746,0.687377406662784,0.425680920328168,0.0723324010609424
"2106","Historic","7414-FAO-61-34","FAO","Arctoscopus japonicus","Japanese sandfish",4501.87909000208,34,"Miscellaneous demersal fishes",0.94997211307009,1.28441366022773,0.94997211307009,1.28441366022773,1.35609047313615,0.686503427034001,0.700522665625062,1.87095010694552
"2107","Historic","7415-FAO-61-35","FAO","Sardinella zunasi","Japanese sardinella",3135.69273274123,35,"Herrings, sardines, anchovies",0.634030791630522,0.768060070315503,0.634030791630522,0.768060070315503,1.3555689186357,0.68691075959345,0.467723022351851,1.11813661321899
"2108","Historic","7416-FAO-61-76","FAO","Stichopus japonicus","Japanese sea cucumber",4300.16759522232,76,"Sea-urchins and other echinoderms",2.0180797884544,0.222975555388375,2.0180797884544,0.222975555388375,1.36349344868658,0.68073539771653,1.48008029697419,0.327550992847335
"2109","Historic","7417-FAO-61-33","FAO","Lateolabrax japonicus","Japanese seabass",890.48777490925,33,"Miscellaneous coastal fishes",0.578857437261572,2.6791319242507,0.578857437261572,2.6791319242507,1.35583179110405,0.686705441051338,0.426938976545321,3.90142812928493
"2110","Historic","7423-FAO-87-57","FAO","Dosidicus gigas","Jumbo flying squid",28085.3303090614,57,"Squids, cuttlefishes, octopuses",1.66238421525481,0.177987737011001,1.66238421525481,0.177987737011001,1.35783966173778,0.685138243866898,1.22428609363735,0.259783683956166
"2111","Historic","7428-FAO-61-54","FAO","Mytilus coruscus","Korean mussel",2973.26421523382,54,"Mussels",0.292690390754959,1.9936894501082,0.292690390754959,1.9936894501082,1.2068974448403,0.808583296647324,0.242514715733521,2.46565747570443
"2112","Historic","7430-FAO-61-45","FAO","Penaeus japonicus","Kuruma prawn",826.187319686811,45,"Shrimps, prawns",0.429380355802678,0.166314959722826,0.429380355802678,0.166314959722826,1.28817583143147,0.740648410731561,0.333324337660903,0.22455318517264
"2113","Historic","7432-FAO-61-33","FAO","Larimichthys croceus","Large yellow croaker",5710.33198749913,33,"Miscellaneous coastal fishes",0.414684131351508,0.0641896212773742,0.414684131351508,0.0641896212773742,1.35503075775056,0.687331195113062,0.306033002557013,0.0933896522284507
"2114","Historic","7434-FAO-61-34","FAO","Trichiurus lepturus","Largehead hairtail",80887.7510690686,34,"Miscellaneous demersal fishes",0.913432419004852,0.440221729371451,0.913432419004852,0.440221729371451,1.36599680215757,0.678790662828382,0.66869294098061,0.648538280619737
"2115","Historic","7444-FAO-61-43","FAO","Panulirus longipes","Longlegged spiny lobster",474.826278057258,43,"Lobsters, spiny-rock lobsters",1.22331244216602,2.24322211027583,1.22331244216602,2.24322211027583,1.24465308481024,0.776578322156413,0.982854143934037,2.8885973845456
"2116","Historic","744-FAO-51-33","FAO","Pelates quadrilineatus","Fourlined terapon",5.16800699365079,33,"Miscellaneous coastal fishes",0.486442074646758,2.38669556246038,0.486442074646758,2.38669556246038,1.35663691454969,0.686076794302763,0.358564675212471,3.47875862043388
"2117","Historic","745-FAO-51-33","FAO","Arius thalassinus","Giant catfish",8.15412148204718,33,"Miscellaneous coastal fishes",0.495579875411423,7.67133333771731,0.495579875411423,7.67133333771731,1.35686794917076,0.685896456584133,0.365238102730846,11.1843898070588
"2118","Historic","748-FAO-51-33","FAO","Acanthopagrus berda","Goldsilk seabream",6.12761324658642,33,"Miscellaneous coastal fishes",1.03826311255888,3.77235426289145,1.03826311255888,3.77235426289145,1.3565764316555,0.686124009298851,0.765355411115197,5.49806479844134
"2119","Historic","749-FAO-51-45","FAO","Penaeus semisulcatus","Green tiger prawn",1108.48517867205,45,"Shrimps, prawns",0.735937648151343,3.0523085688707,0.735937648151343,3.0523085688707,1.29225289177501,0.737333361630648,0.569499710803879,4.13965884050109
"2120","Historic","7528-FAO-61-33","FAO","Pleurogrammus azonus","Okhotsk atka mackerel",2658.46611801889,33,"Miscellaneous coastal fishes",0.417730373625511,0.49616304566349,0.417730373625511,0.49616304566349,1.355420028315,0.687027065853744,0.308192563854036,0.722188499294313
"2121","Historic","752-FAO-51-33","FAO","Rhabdosargus haffara","Haffara seabream",117.228583615613,33,"Miscellaneous coastal fishes",1.37243793475746,1.72168437335873,1.37243793475746,1.72168437335873,1.35591494365483,0.686640500848249,1.01218586105268,2.50740288583594
"2122","Historic","7536-FAO-61-53","FAO","Crassostrea gigas","Pacific cupped oyster",15394.6669924226,53,"Oysters",1.32955910833676,0.900131533937108,1.32955910833676,0.900131533937108,1.35666272371178,0.686056647316843,0.980021847065376,1.31203675011023
"2123","Historic","7538-FAO-61-35","FAO","Clupea pallasii","Pacific herring",6515.12967428518,35,"Herrings, sardines, anchovies",1.09057134102392,2.96982622530919,1.09057134102392,2.96982622530919,1.35733053762885,0.685535450792211,0.803467770591134,4.33212640116165
"2124","Historic","7541-FAO-61-33","FAO","Ammodytes personatus","Pacific sandlance",2735.96092308869,33,"Miscellaneous coastal fishes",0.811733300272039,1.9186169694526,0.811733300272039,1.9186169694526,1.3665590234651,0.678354298140554,0.593997980572968,2.82834055111282
"2125","Historic","754-FAO-51-34","FAO","Ariomma indica","Indian driftfish",13.9556986468796,34,"Miscellaneous demersal fishes",1.20266642585097,1.48950936659382,1.20266642585097,1.48950936659382,1.35717950178245,0.685653308755381,0.886151333903474,2.17239433919982
"2126","Historic","7552-FAO-41-34","FAO","Dissostichus eleginoides","Patagonian toothfish",349.145611000072,34,"Miscellaneous demersal fishes",1.17238497964731,0.0171009881982142,1.17238497964731,0.0171009881982142,1.33078101968261,0.706418417104219,0.88097512837005,0.0242080157936925
"2127","Historic","7632-FAO-61-45","FAO","Metapenaeus joyneri","Shiba shrimp",1477.9523667797,45,"Shrimps, prawns",0.436112268824532,2.06034208291651,0.436112268824532,2.06034208291651,1.28777514807318,0.740974665101732,0.338655602631454,2.78058370947627
"2128","Historic","763-FAO-51-25","FAO","Chanos chanos","Milkfish",0.732184670407917,25,"Miscellaneous diadromous fishes",1.00817477423344,12.1923115278284,1.00817477423344,12.1923115278284,1.35787152884302,0.685113385905883,0.742466980725685,17.7960492068145
"2129","Historic","7664-FAO-61-45","FAO","Trachypenaeus curvirostris","Southern rough shrimp",774.195031055456,45,"Shrimps, prawns",0.592054440200855,3.70664809664174,0.592054440200855,3.70664809664174,1.29078415758047,0.738526606349754,0.458678111846863,5.01897706158785
"2130","Historic","7694-FAO-61-33","FAO","Stephanolepis cirrhifer","Threadsail filefish",56979.657112779,33,"Miscellaneous coastal fishes",0.470371104745983,0.0529446314073381,0.470371104745983,0.0529446314073381,1.35437609881515,0.687842826985721,0.347297257502903,0.0769719903009721
"2131","Historic","7697-FAO-34-31","FAO","Cynoglossidae","Tonguefishes",716.750757828702,31,"Flounders, halibuts, soles",0.617184141515877,3.75027803978702,0.617184141515877,3.75027803978702,1.2594419132885,0.764256657273232,0.490045737722323,4.90709240684605
"2132","Historic","7703-FAO-61-31","FAO","Cynoglossidae","Tonguefishes",2010.90907468854,31,"Flounders, halibuts, soles",0.550158996847407,1.22206987404821,0.550158996847407,1.22206987404821,1.25983348259283,0.763932011932254,0.436691836221989,1.59971025557257
