IdOrig,IdOrigLumped,LumpedCatch2012
6047-FAO-27-32,Lumped-Tusk(=Cusk)-FaoRegion27,25420
9453-FAO-27-32,Lumped-Tusk(=Cusk)-FaoRegion27,25420
10781-FAO-27-32,Lumped-Ling-FaoRegion27,42995
11272-FAO-27-32,Lumped-Ling-FaoRegion27,42995
12210-FAO-27-32,Lumped-Ling-FaoRegion27,42995
13904-FAO-27-32,Lumped-Ling-FaoRegion27,42995
14529-FAO-27-32,Lumped-Ling-FaoRegion27,42995
16495-FAO-27-32,Lumped-Ling-FaoRegion27,42995
1732-FAO-27-32,Lumped-Ling-FaoRegion27,42995
2974-FAO-27-32,Lumped-Ling-FaoRegion27,42995
3644-FAO-27-32,Lumped-Ling-FaoRegion27,42995
3992-FAO-27-32,Lumped-Ling-FaoRegion27,42995
4639-FAO-27-32,Lumped-Ling-FaoRegion27,42995
5411-FAO-27-32,Lumped-Ling-FaoRegion27,42995
5975-FAO-27-32,Lumped-Ling-FaoRegion27,42995
6083-FAO-27-32,Lumped-Ling-FaoRegion27,42995
856-FAO-27-32,Lumped-Ling-FaoRegion27,42995
9394-FAO-27-32,Lumped-Ling-FaoRegion27,42995
9958-FAO-27-32,Lumped-Ling-FaoRegion27,42995
11038-FAO-27-32,Lumped-Blue ling-FaoRegion27,7993
12035-FAO-27-32,Lumped-Blue ling-FaoRegion27,7993
13616-FAO-27-32,Lumped-Blue ling-FaoRegion27,7993
14498-FAO-27-32,Lumped-Blue ling-FaoRegion27,7993
16379-FAO-27-32,Lumped-Blue ling-FaoRegion27,7993
2929-FAO-27-32,Lumped-Blue ling-FaoRegion27,7993
3406-FAO-27-32,Lumped-Blue ling-FaoRegion27,7993
3613-FAO-27-32,Lumped-Blue ling-FaoRegion27,7993
3818-FAO-27-32,Lumped-Blue ling-FaoRegion27,7993
4528-FAO-27-32,Lumped-Blue ling-FaoRegion27,7993
5375-FAO-27-32,Lumped-Blue ling-FaoRegion27,7993
5904-FAO-27-32,Lumped-Blue ling-FaoRegion27,7993
8143-FAO-27-32,Lumped-Blue ling-FaoRegion27,7993
9892-FAO-27-32,Lumped-Blue ling-FaoRegion27,7993
11182-FAO-27-32,Lumped-Forkbeard-FaoRegion27,3512
13794-FAO-27-32,Lumped-Forkbeard-FaoRegion27,3512
11207-FAO-27-32,Lumped-Greater forkbeard-FaoRegion27,2188
12149-FAO-27-32,Lumped-Greater forkbeard-FaoRegion27,2188
13825-FAO-27-32,Lumped-Greater forkbeard-FaoRegion27,2188
16455-FAO-27-32,Lumped-Greater forkbeard-FaoRegion27,2188
3631-FAO-27-32,Lumped-Greater forkbeard-FaoRegion27,2188
3951-FAO-27-32,Lumped-Greater forkbeard-FaoRegion27,2188
4603-FAO-27-32,Lumped-Greater forkbeard-FaoRegion27,2188
5397-FAO-27-32,Lumped-Greater forkbeard-FaoRegion27,2188
5953-FAO-27-32,Lumped-Greater forkbeard-FaoRegion27,2188
9943-FAO-27-32,Lumped-Greater forkbeard-FaoRegion27,2188
11417-FAO-27-32,Lumped-Pollack-FaoRegion27,8370
14053-FAO-27-32,Lumped-Pollack-FaoRegion27,8370
14539-FAO-27-32,Lumped-Pollack-FaoRegion27,8370
16556-FAO-27-32,Lumped-Pollack-FaoRegion27,8370
1740-FAO-27-32,Lumped-Pollack-FaoRegion27,8370
2987-FAO-27-32,Lumped-Pollack-FaoRegion27,8370
3659-FAO-27-32,Lumped-Pollack-FaoRegion27,8370
4075-FAO-27-32,Lumped-Pollack-FaoRegion27,8370
4688-FAO-27-32,Lumped-Pollack-FaoRegion27,8370
6003-FAO-27-32,Lumped-Pollack-FaoRegion27,8370
6087-FAO-27-32,Lumped-Pollack-FaoRegion27,8370
865-FAO-27-32,Lumped-Pollack-FaoRegion27,8370
9416-FAO-27-32,Lumped-Pollack-FaoRegion27,8370
9989-FAO-27-32,Lumped-Pollack-FaoRegion27,8370
11434-FAO-27-32,Lumped-Pouting(=Bib)-FaoRegion27,11531
14078-FAO-27-32,Lumped-Pouting(=Bib)-FaoRegion27,11531
16563-FAO-27-32,Lumped-Pouting(=Bib)-FaoRegion27,11531
1743-FAO-27-32,Lumped-Pouting(=Bib)-FaoRegion27,11531
2989-FAO-27-32,Lumped-Pouting(=Bib)-FaoRegion27,11531
4085-FAO-27-32,Lumped-Pouting(=Bib)-FaoRegion27,11531
6008-FAO-27-32,Lumped-Pouting(=Bib)-FaoRegion27,11531
866-FAO-27-32,Lumped-Pouting(=Bib)-FaoRegion27,11531
9420-FAO-27-32,Lumped-Pouting(=Bib)-FaoRegion27,11531
11646-FAO-27-32,Lumped-White hake-FaoRegion27,18
14344-FAO-27-32,Lumped-White hake-FaoRegion27,18
12254-FAO-27-32,Lumped-Navaga(=Wachna cod)-FaoRegion27,276
16078-FAO-27-32,Lumped-Navaga(=Wachna cod)-FaoRegion27,276
12296-FAO-27-32,Lumped-Polar cod-FaoRegion27,54
16115-FAO-27-32,Lumped-Polar cod-FaoRegion27,54
9988-FAO-27-32,Lumped-Polar cod-FaoRegion27,54
14056-FAO-27-32,Lumped-Poor cod-FaoRegion27,17
10004-FAO-21-32,Lumped-Roughhead grenadier-FaoRegion21,1294
11460-FAO-21-32,Lumped-Roughhead grenadier-FaoRegion21,1294
12327-FAO-21-32,Lumped-Roughhead grenadier-FaoRegion21,1294
14109-FAO-21-32,Lumped-Roughhead grenadier-FaoRegion21,1294
3503-FAO-21-32,Lumped-Roughhead grenadier-FaoRegion21,1294
8258-FAO-21-32,Lumped-Roughhead grenadier-FaoRegion21,1294
10006-FAO-21-32,Lumped-Roundnose grenadier-FaoRegion21,704
10850-FAO-21-32,Lumped-Roundnose grenadier-FaoRegion21,704
11462-FAO-21-32,Lumped-Roundnose grenadier-FaoRegion21,704
12331-FAO-21-32,Lumped-Roundnose grenadier-FaoRegion21,704
14113-FAO-21-32,Lumped-Roundnose grenadier-FaoRegion21,704
16142-FAO-21-32,Lumped-Roundnose grenadier-FaoRegion21,704
1655-FAO-21-32,Lumped-Roundnose grenadier-FaoRegion21,704
3506-FAO-21-32,Lumped-Roundnose grenadier-FaoRegion21,704
3667-FAO-21-32,Lumped-Roundnose grenadier-FaoRegion21,704
4711-FAO-21-32,Lumped-Roundnose grenadier-FaoRegion21,704
5053-FAO-21-32,Lumped-Roundnose grenadier-FaoRegion21,704
6903-FAO-21-32,Lumped-Roundnose grenadier-FaoRegion21,704
8262-FAO-21-32,Lumped-Roundnose grenadier-FaoRegion21,704
10029-FAO-21-32,Lumped-Tusk(=Cusk)-FaoRegion21,546
1683-FAO-21-32,Lumped-Tusk(=Cusk)-FaoRegion21,546
17258-FAO-21-32,Lumped-Tusk(=Cusk)-FaoRegion21,546
2728-FAO-21-32,Lumped-Tusk(=Cusk)-FaoRegion21,546
3677-FAO-21-32,Lumped-Tusk(=Cusk)-FaoRegion21,546
10768-FAO-21-32,Lumped-Haddock-FaoRegion21,130
11235-FAO-21-32,Lumped-Haddock-FaoRegion21,130
11846-FAO-21-32,Lumped-Haddock-FaoRegion21,130
12175-FAO-21-32,Lumped-Haddock-FaoRegion21,130
13861-FAO-21-32,Lumped-Haddock-FaoRegion21,130
14430-FAO-21-32,Lumped-Haddock-FaoRegion21,130
15980-FAO-21-32,Lumped-Haddock-FaoRegion21,130
16474-FAO-21-32,Lumped-Haddock-FaoRegion21,130
2650-FAO-21-32,Lumped-Haddock-FaoRegion21,130
3640-FAO-21-32,Lumped-Haddock-FaoRegion21,130
3974-FAO-21-32,Lumped-Haddock-FaoRegion21,130
4618-FAO-21-32,Lumped-Haddock-FaoRegion21,130
6721-FAO-21-32,Lumped-Haddock-FaoRegion21,130
9950-FAO-21-32,Lumped-Haddock-FaoRegion21,130
10869-FAO-21-32,Lumped-Silver hake-FaoRegion21,17203
11520-FAO-21-32,Lumped-Silver hake-FaoRegion21,17203
11922-FAO-21-32,Lumped-Silver hake-FaoRegion21,17203
12381-FAO-21-32,Lumped-Silver hake-FaoRegion21,17203
14198-FAO-21-32,Lumped-Silver hake-FaoRegion21,17203
1464-FAO-21-32,Lumped-Silver hake-FaoRegion21,17203
16183-FAO-21-32,Lumped-Silver hake-FaoRegion21,17203
1668-FAO-21-32,Lumped-Silver hake-FaoRegion21,17203
17175-FAO-21-32,Lumped-Silver hake-FaoRegion21,17203
2709-FAO-21-32,Lumped-Silver hake-FaoRegion21,17203
4734-FAO-21-32,Lumped-Silver hake-FaoRegion21,17203
6396-FAO-21-32,Lumped-Silver hake-FaoRegion21,17203
6937-FAO-21-32,Lumped-Silver hake-FaoRegion21,17203
11447-FAO-21-32,Lumped-Red hake-FaoRegion21,1117
12320-FAO-21-32,Lumped-Red hake-FaoRegion21,1117
14096-FAO-21-32,Lumped-Red hake-FaoRegion21,1117
1447-FAO-21-32,Lumped-Red hake-FaoRegion21,1117
16134-FAO-21-32,Lumped-Red hake-FaoRegion21,1117
1654-FAO-21-32,Lumped-Red hake-FaoRegion21,1117
17108-FAO-21-32,Lumped-Red hake-FaoRegion21,1117
2695-FAO-21-32,Lumped-Red hake-FaoRegion21,1117
3499-FAO-21-32,Lumped-Red hake-FaoRegion21,1117
6369-FAO-21-32,Lumped-Red hake-FaoRegion21,1117
11647-FAO-21-32,Lumped-White hake-FaoRegion21,1826
12459-FAO-21-32,Lumped-White hake-FaoRegion21,1826
14345-FAO-21-32,Lumped-White hake-FaoRegion21,1826
14448-FAO-21-32,Lumped-White hake-FaoRegion21,1826
16250-FAO-21-32,Lumped-White hake-FaoRegion21,1826
1685-FAO-21-32,Lumped-White hake-FaoRegion21,1826
2733-FAO-21-32,Lumped-White hake-FaoRegion21,1826
3544-FAO-21-32,Lumped-White hake-FaoRegion21,1826
1594-FAO-21-32,Lumped-Atlantic tomcod-FaoRegion21,14
17039-FAO-21-32,Lumped-Offshore silver hake-FaoRegion21,6
5031-FAO-21-32,Lumped-Greenland cod-FaoRegion21,130
10020-FAO-81-32,Lumped-Southern hake-FaoRegion81,2560
15707-FAO-81-32,Lumped-Southern hake-FaoRegion81,2560
7663-FAO-81-32,Lumped-Southern hake-FaoRegion81,2560
12033-FAO-81-32,Lumped-Blue grenadier-FaoRegion81,9960
15503-FAO-81-32,Lumped-Blue grenadier-FaoRegion81,9960
15828-FAO-81-32,Lumped-Blue grenadier-FaoRegion81,9960
6568-FAO-81-32,Lumped-Blue grenadier-FaoRegion81,9960
7243-FAO-81-32,Lumped-Blue grenadier-FaoRegion81,9960
9891-FAO-81-32,Lumped-Blue grenadier-FaoRegion81,9960
15660-FAO-81-32,Lumped-Red codling-FaoRegion81,7745
16133-FAO-81-32,Lumped-Red codling-FaoRegion81,7745
6895-FAO-81-32,Lumped-Red codling-FaoRegion81,7745
9650-FAO-81-32,Lumped-Red codling-FaoRegion81,7745
9556-FAO-81-32,Lumped-Common mora-FaoRegion81,893
9698-FAO-81-32,Lumped-Thorntooth grenadier-FaoRegion81,2180
10383-FAO-41-32,Lumped-Patagonian grenadier-FaoRegion41,16273
10820-FAO-41-32,Lumped-Patagonian grenadier-FaoRegion41,16273
11402-FAO-41-32,Lumped-Patagonian grenadier-FaoRegion41,16273
12282-FAO-41-32,Lumped-Patagonian grenadier-FaoRegion41,16273
14030-FAO-41-32,Lumped-Patagonian grenadier-FaoRegion41,16273
1433-FAO-41-32,Lumped-Patagonian grenadier-FaoRegion41,16273
16545-FAO-41-32,Lumped-Patagonian grenadier-FaoRegion41,16273
17386-FAO-41-32,Lumped-Patagonian grenadier-FaoRegion41,16273
1853-FAO-41-32,Lumped-Patagonian grenadier-FaoRegion41,16273
3484-FAO-41-32,Lumped-Patagonian grenadier-FaoRegion41,16273
3572-FAO-41-32,Lumped-Patagonian grenadier-FaoRegion41,16273
6863-FAO-41-32,Lumped-Patagonian grenadier-FaoRegion41,16273
7548-FAO-41-32,Lumped-Patagonian grenadier-FaoRegion41,16273
10661-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
10937-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
1141-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
11976-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
1307-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
13507-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
15781-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
16339-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
17320-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
2588-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
3377-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
3558-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
3767-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
4487-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
6488-FAO-41-32,Lumped-Argentine hake-FaoRegion41,60084
10880-FAO-41-32,Lumped-Southern blue whiting-FaoRegion41,1609
12406-FAO-41-32,Lumped-Southern blue whiting-FaoRegion41,1609
14238-FAO-41-32,Lumped-Southern blue whiting-FaoRegion41,1609
1475-FAO-41-32,Lumped-Southern blue whiting-FaoRegion41,1609
16203-FAO-41-32,Lumped-Southern blue whiting-FaoRegion41,1609
16622-FAO-41-32,Lumped-Southern blue whiting-FaoRegion41,1609
1889-FAO-41-32,Lumped-Southern blue whiting-FaoRegion41,1609
3585-FAO-41-32,Lumped-Southern blue whiting-FaoRegion41,1609
6960-FAO-41-32,Lumped-Southern blue whiting-FaoRegion41,1609
11593-FAO-41-32,Lumped-Tadpole codling-FaoRegion41,8553
14285-FAO-41-32,Lumped-Tadpole codling-FaoRegion41,8553
16641-FAO-41-32,Lumped-Tadpole codling-FaoRegion41,8553
3589-FAO-41-32,Lumped-Tadpole codling-FaoRegion41,8553
400-FAO-41-32,Lumped-Tadpole codling-FaoRegion41,8553
4186-FAO-41-32,Lumped-Tadpole codling-FaoRegion41,8553
7688-FAO-41-32,Lumped-Tadpole codling-FaoRegion41,8553
1171-FAO-41-32,Lumped-Brazilian codling-FaoRegion41,6726
17346-FAO-41-32,Lumped-Brazilian codling-FaoRegion41,6726
309-FAO-41-32,Lumped-Brazilian codling-FaoRegion41,6726
3560-FAO-41-32,Lumped-Blue antimora-FaoRegion41,18
3579-FAO-41-32,Lumped-Ridge scaled rattail-FaoRegion41,2027
375-FAO-41-32,Lumped-Ridge scaled rattail-FaoRegion41,2027
392-FAO-41-32,Lumped-Southern hake-FaoRegion41,3143
1790-FAO-87-32,Lumped-Chilean grenadier-FaoRegion87,136
1890-FAO-87-32,Lumped-Southern blue whiting-FaoRegion87,16675
1899-FAO-87-32,Lumped-Tadpole codling-FaoRegion87,768
10648-FAO-67-32,Lumped-Alaska pollock(=Walleye poll.)-FaoRegion67,9574
11953-FAO-67-32,Lumped-Alaska pollock(=Walleye poll.)-FaoRegion67,9574
1570-FAO-67-32,Lumped-Alaska pollock(=Walleye poll.)-FaoRegion67,9574
15754-FAO-67-32,Lumped-Alaska pollock(=Walleye poll.)-FaoRegion67,9574
6450-FAO-67-32,Lumped-Alaska pollock(=Walleye poll.)-FaoRegion67,9574
7147-FAO-67-32,Lumped-Alaska pollock(=Walleye poll.)-FaoRegion67,9574
10806-FAO-67-32,Lumped-North Pacific hake-FaoRegion67,46913
16079-FAO-67-32,Lumped-North Pacific hake-FaoRegion67,46913
1630-FAO-67-32,Lumped-North Pacific hake-FaoRegion67,46913
6825-FAO-67-32,Lumped-North Pacific hake-FaoRegion67,46913
10811-FAO-67-32,Lumped-Pacific cod-FaoRegion67,6144
12269-FAO-67-32,Lumped-Pacific cod-FaoRegion67,6144
16090-FAO-67-32,Lumped-Pacific cod-FaoRegion67,6144
6843-FAO-67-32,Lumped-Pacific cod-FaoRegion67,6144
7534-FAO-67-32,Lumped-Pacific cod-FaoRegion67,6144
10649-FAO-61-32,Lumped-Alaska pollock(=Walleye poll.)-FaoRegion61,101026
14593-FAO-61-32,Lumped-Alaska pollock(=Walleye poll.)-FaoRegion61,101026
15755-FAO-61-32,Lumped-Alaska pollock(=Walleye poll.)-FaoRegion61,101026
1907-FAO-61-32,Lumped-Alaska pollock(=Walleye poll.)-FaoRegion61,101026
7129-FAO-61-32,Lumped-Alaska pollock(=Walleye poll.)-FaoRegion61,101026
7148-FAO-61-32,Lumped-Alaska pollock(=Walleye poll.)-FaoRegion61,101026
12270-FAO-61-32,Lumped-Pacific cod-FaoRegion61,140900
16091-FAO-61-32,Lumped-Pacific cod-FaoRegion61,140900
6844-FAO-61-32,Lumped-Pacific cod-FaoRegion61,140900
7535-FAO-61-32,Lumped-Pacific cod-FaoRegion61,140900
12335-FAO-61-32,Lumped-Saffron cod-FaoRegion61,31489
16146-FAO-61-32,Lumped-Saffron cod-FaoRegion61,31489
10709-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
11078-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
11802-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
12057-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
1340-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
13661-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
15520-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
15847-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
2303-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
2615-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
4536-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
4798-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
6116-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
6207-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
6593-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
9240-FAO-47-32,Lumped-Cape hakes-FaoRegion47,155292
227-FAO-47-32,Lumped-Shallow-water Cape hake-FaoRegion47,2150
10864-FAO-34-32,Lumped-Senegalese hake-FaoRegion34,4664
11491-FAO-34-32,Lumped-Senegalese hake-FaoRegion34,4664
11916-FAO-34-32,Lumped-Senegalese hake-FaoRegion34,4664
12371-FAO-34-32,Lumped-Senegalese hake-FaoRegion34,4664
12937-FAO-34-32,Lumped-Senegalese hake-FaoRegion34,4664
14163-FAO-34-32,Lumped-Senegalese hake-FaoRegion34,4664
1462-FAO-34-32,Lumped-Senegalese hake-FaoRegion34,4664
15682-FAO-34-32,Lumped-Senegalese hake-FaoRegion34,4664
16169-FAO-34-32,Lumped-Senegalese hake-FaoRegion34,4664
4730-FAO-34-32,Lumped-Senegalese hake-FaoRegion34,4664
7917-FAO-34-32,Lumped-Senegalese hake-FaoRegion34,4664
11166-FAO-34-32,Lumped-European hake-FaoRegion34,5474
13770-FAO-34-32,Lumped-European hake-FaoRegion34,5474
4913-FAO-34-32,Lumped-European hake-FaoRegion34,5474
6260-FAO-34-32,Lumped-European hake-FaoRegion34,5474
9076-FAO-34-32,Lumped-European hake-FaoRegion34,5474
11433-FAO-34-32,Lumped-Pouting(=Bib)-FaoRegion34,634
9137-FAO-34-32,Lumped-Pouting(=Bib)-FaoRegion34,634
4790-FAO-34-32,Lumped-Benguela hake-FaoRegion34,2574
7977-FAO-34-32,Lumped-Benguela hake-FaoRegion34,2574
9776-FAO-34-32,Lumped-Benguela hake-FaoRegion34,2574
12991-FAO-37-32,Lumped-European hake-FaoRegion37,20663
13207-FAO-37-32,Lumped-European hake-FaoRegion37,20663
13772-FAO-37-32,Lumped-European hake-FaoRegion37,20663
14565-FAO-37-32,Lumped-European hake-FaoRegion37,20663
15278-FAO-37-32,Lumped-European hake-FaoRegion37,20663
15360-FAO-37-32,Lumped-European hake-FaoRegion37,20663
17660-FAO-37-32,Lumped-European hake-FaoRegion37,20663
22-FAO-37-32,Lumped-European hake-FaoRegion37,20663
2513-FAO-37-32,Lumped-European hake-FaoRegion37,20663
2778-FAO-37-32,Lumped-European hake-FaoRegion37,20663
3211-FAO-37-32,Lumped-European hake-FaoRegion37,20663
3911-FAO-37-32,Lumped-European hake-FaoRegion37,20663
4914-FAO-37-32,Lumped-European hake-FaoRegion37,20663
6131-FAO-37-32,Lumped-European hake-FaoRegion37,20663
6262-FAO-37-32,Lumped-European hake-FaoRegion37,20663
8569-FAO-37-32,Lumped-European hake-FaoRegion37,20663
88-FAO-37-32,Lumped-European hake-FaoRegion37,20663
9021-FAO-37-32,Lumped-European hake-FaoRegion37,20663
9077-FAO-37-32,Lumped-European hake-FaoRegion37,20663
13226-FAO-37-32,Lumped-Poor cod-FaoRegion37,954
14057-FAO-37-32,Lumped-Poor cod-FaoRegion37,954
4077-FAO-37-32,Lumped-Poor cod-FaoRegion37,954
6355-FAO-37-32,Lumped-Poor cod-FaoRegion37,954
13640-FAO-37-32,Lumped-Blue whiting(=Poutassou)-FaoRegion37,3058
15342-FAO-37-32,Lumped-Blue whiting(=Poutassou)-FaoRegion37,3058
3827-FAO-37-32,Lumped-Blue whiting(=Poutassou)-FaoRegion37,3058
4887-FAO-37-32,Lumped-Blue whiting(=Poutassou)-FaoRegion37,3058
6204-FAO-37-32,Lumped-Blue whiting(=Poutassou)-FaoRegion37,3058
13826-FAO-37-32,Lumped-Greater forkbeard-FaoRegion37,400
15370-FAO-37-32,Lumped-Greater forkbeard-FaoRegion37,400
3952-FAO-37-32,Lumped-Greater forkbeard-FaoRegion37,400
6286-FAO-37-32,Lumped-Greater forkbeard-FaoRegion37,400
8581-FAO-37-32,Lumped-Greater forkbeard-FaoRegion37,400
9090-FAO-37-32,Lumped-Greater forkbeard-FaoRegion37,400
94-FAO-37-32,Lumped-Greater forkbeard-FaoRegion37,400
14079-FAO-37-32,Lumped-Pouting(=Bib)-FaoRegion37,162
9138-FAO-37-32,Lumped-Pouting(=Bib)-FaoRegion37,162
6274-FAO-37-32,Lumped-Forkbeard-FaoRegion37,405
12463-FAO-88-32,Lumped-Whitson's grenadier-FaoRegion88,17
9711-FAO-88-32,Lumped-Whitson's grenadier-FaoRegion88,17
16378-FAO-88-32,Lumped-Blue antimora-FaoRegion88,5
9540-FAO-88-32,Lumped-Blue antimora-FaoRegion88,5
13285-FAO-58-32,Lumped-Blue antimora-FaoRegion58,55
3817-FAO-58-32,Lumped-Blue antimora-FaoRegion58,55
457-FAO-58-32,Lumped-Blue antimora-FaoRegion58,55
17012-FAO-77-32,Lumped-North Pacific hake-FaoRegion77,2596
8910-FAO-77-32,Lumped-North Pacific hake-FaoRegion77,2596
5559-FAO-57-32,Lumped-Unicorn cod-FaoRegion57,2829
5560-FAO-51-32,Lumped-Unicorn cod-FaoRegion51,1114
8782-FAO-51-32,Lumped-Unicorn cod-FaoRegion51,1114
16691-FAO-21-37,Lumped-Amberjacks nei-FaoRegion21,1
16692-FAO-31-37,Lumped-Amberjacks nei-FaoRegion31,1701
17509-FAO-31-37,Lumped-Amberjacks nei-FaoRegion31,1701
3043-FAO-31-37,Lumped-Amberjacks nei-FaoRegion31,1701
8802-FAO-31-37,Lumped-Amberjacks nei-FaoRegion31,1701
10925-FAO-34-37,Lumped-Amberjacks nei-FaoRegion34,146
12840-FAO-34-37,Lumped-Amberjacks nei-FaoRegion34,146
13484-FAO-34-37,Lumped-Amberjacks nei-FaoRegion34,146
1135-FAO-41-37,Lumped-Amberjacks nei-FaoRegion41,904
14903-FAO-51-37,Lumped-Amberjacks nei-FaoRegion51,1342
7072-FAO-51-37,Lumped-Amberjacks nei-FaoRegion51,1342
7172-FAO-51-37,Lumped-Amberjacks nei-FaoRegion51,1342
734-FAO-51-37,Lumped-Amberjacks nei-FaoRegion51,1342
6474-FAO-61-37,Lumped-Amberjacks nei-FaoRegion61,112235
7173-FAO-61-37,Lumped-Amberjacks nei-FaoRegion61,112235
423-FAO-71-37,Lumped-Amberjacks nei-FaoRegion71,2
6476-FAO-71-37,Lumped-Amberjacks nei-FaoRegion71,2
7175-FAO-71-37,Lumped-Amberjacks nei-FaoRegion71,2
10319-FAO-77-37,Lumped-Amberjacks nei-FaoRegion77,30
6472-FAO-77-37,Lumped-Amberjacks nei-FaoRegion77,30
8803-FAO-77-37,Lumped-Amberjacks nei-FaoRegion77,30
9511-FAO-81-37,Lumped-Amberjacks nei-FaoRegion81,239
2177-FAO-87-37,Lumped-Amberjacks nei-FaoRegion87,84
10985-FAO-27-37,Lumped-Barracudas nei-FaoRegion27,96
13555-FAO-27-37,Lumped-Barracudas nei-FaoRegion27,96
1088-FAO-31-37,Lumped-Barracudas nei-FaoRegion31,980
11676-FAO-31-37,Lumped-Barracudas nei-FaoRegion31,980
12593-FAO-31-37,Lumped-Barracudas nei-FaoRegion31,980
15427-FAO-31-37,Lumped-Barracudas nei-FaoRegion31,980
16760-FAO-31-37,Lumped-Barracudas nei-FaoRegion31,980
17518-FAO-31-37,Lumped-Barracudas nei-FaoRegion31,980
251-FAO-31-37,Lumped-Barracudas nei-FaoRegion31,980
3046-FAO-31-37,Lumped-Barracudas nei-FaoRegion31,980
5066-FAO-31-37,Lumped-Barracudas nei-FaoRegion31,980
8818-FAO-31-37,Lumped-Barracudas nei-FaoRegion31,980
1022-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
10329-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
10984-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
11784-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
12011-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
12675-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
12846-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
13097-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
13554-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
15118-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
1534-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
15812-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
2326-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
2851-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
4295-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
4341-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
4789-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
5182-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
6529-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
7975-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
8136-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
9775-FAO-34-37,Lumped-Barracudas nei-FaoRegion34,31133
10289-FAO-37-37,Lumped-Barracudas nei-FaoRegion37,1158
14562-FAO-37-37,Lumped-Barracudas nei-FaoRegion37,1158
15253-FAO-37-37,Lumped-Barracudas nei-FaoRegion37,1158
15340-FAO-37-37,Lumped-Barracudas nei-FaoRegion37,1158
2754-FAO-37-37,Lumped-Barracudas nei-FaoRegion37,1158
3195-FAO-37-37,Lumped-Barracudas nei-FaoRegion37,1158
6107-FAO-37-37,Lumped-Barracudas nei-FaoRegion37,1158
72-FAO-37-37,Lumped-Barracudas nei-FaoRegion37,1158
7949-FAO-37-37,Lumped-Barracudas nei-FaoRegion37,1158
1155-FAO-41-37,Lumped-Barracudas nei-FaoRegion41,418
15813-FAO-47-37,Lumped-Barracudas nei-FaoRegion47,32
164-FAO-47-37,Lumped-Barracudas nei-FaoRegion47,32
10045-FAO-51-37,Lumped-Barracudas nei-FaoRegion51,40580
10197-FAO-51-37,Lumped-Barracudas nei-FaoRegion51,40580
11723-FAO-51-37,Lumped-Barracudas nei-FaoRegion51,40580
12474-FAO-51-37,Lumped-Barracudas nei-FaoRegion51,40580
