IdOrig,IdOrigLumped,LumpedCatch2012
9615-FAO-81-45,9615-FAO-81-45,5
9802-FAO-34-45,9802-FAO-34-45,13758
10081-FAO-51-33,10081-FAO-51-33,3352
10238-FAO-51-33,10238-FAO-51-33,1855
10587-FAO-71-33,10587-FAO-71-33,14879
10833-FAO-34-33,10833-FAO-34-33,3
1111-FAO-31-33,1111-FAO-31-33,7
11425-FAO-34-33,11425-FAO-34-33,13
11426-FAO-27-33,11426-FAO-27-33,9
11703-FAO-31-33,11703-FAO-31-33,5
11747-FAO-51-33,11747-FAO-51-33,266
12301-FAO-34-33,12301-FAO-34-33,83
12633-FAO-34-33,12633-FAO-34-33,2
12695-FAO-34-33,12695-FAO-34-33,190
12781-FAO-51-33,12781-FAO-51-33,46
12926-FAO-34-33,12926-FAO-34-33,1413
13129-FAO-34-33,13129-FAO-34-33,2830
13389-FAO-47-33,13389-FAO-47-33,164
13390-FAO-51-33,13390-FAO-51-33,6
14067-FAO-34-33,14067-FAO-34-33,5
14068-FAO-27-33,14068-FAO-27-33,1228
14072-FAO-37-33,14072-FAO-37-33,4
14782-FAO-61-33,14782-FAO-61-33,2005
15312-FAO-37-33,15312-FAO-37-33,288
15391-FAO-37-33,15391-FAO-37-33,71
15444-FAO-31-33,15444-FAO-31-33,5
1554-FAO-34-33,1554-FAO-34-33,20
16560-FAO-27-33,16560-FAO-27-33,5
17095-FAO-31-33,17095-FAO-31-33,153
1742-FAO-27-33,1742-FAO-27-33,98
2059-FAO-34-33,2059-FAO-34-33,27
2061-FAO-61-33,2061-FAO-61-33,166397
2158-FAO-61-33,2158-FAO-61-33,690
262-FAO-31-33,262-FAO-31-33,11
2690-FAO-31-33,2690-FAO-31-33,72
2888-FAO-34-33,2888-FAO-34-33,5
3251-FAO-51-33,3251-FAO-51-33,343
4080-FAO-27-33,4080-FAO-27-33,3
4843-FAO-34-33,4843-FAO-34-33,3692
5210-FAO-34-33,5210-FAO-34-33,3023
5253-FAO-34-33,5253-FAO-34-33,73
5865-FAO-51-33,5865-FAO-51-33,465
600-FAO-57-33,600-FAO-57-33,209
601-FAO-81-33,601-FAO-81-33,233
602-FAO-71-33,602-FAO-71-33,128
6163-FAO-37-33,6163-FAO-37-33,131
6357-FAO-34-33,6357-FAO-34-33,25
6888-FAO-61-33,6888-FAO-61-33,10404
7563-FAO-34-33,7563-FAO-34-33,1266
7564-FAO-47-33,7564-FAO-47-33,364
7568-FAO-51-33,7568-FAO-51-33,2384
7570-FAO-61-33,7570-FAO-61-33,3401
7572-FAO-81-33,7572-FAO-81-33,2672
7573-FAO-71-33,7573-FAO-71-33,30
773-FAO-51-33,773-FAO-51-33,42
7963-FAO-37-33,7963-FAO-37-33,371
8245-FAO-34-33,8245-FAO-34-33,165
8723-FAO-34-33,8723-FAO-34-33,3458
8936-FAO-31-33,8936-FAO-31-33,850
9418-FAO-27-33,9418-FAO-27-33,12
965-FAO-34-33,965-FAO-34-33,75
10084-FAO-51-38,10084-FAO-51-38,1127
10239-FAO-51-38,10239-FAO-51-38,7152
10306-FAO-37-38,10306-FAO-37-38,2
10497-FAO-87-38,10497-FAO-87-38,2021
10591-FAO-71-38,10591-FAO-71-38,2276
1061-FAO-34-38,1061-FAO-34-38,61
114-FAO-37-38,114-FAO-37-38,173
1224-FAO-41-38,1224-FAO-41-38,7603
12317-FAO-37-38,12317-FAO-37-38,19
12318-FAO-61-38,12318-FAO-61-38,4324
12928-FAO-34-38,12928-FAO-34-38,1242
13130-FAO-34-38,13130-FAO-34-38,1760
13173-FAO-71-38,13173-FAO-71-38,115
13393-FAO-47-38,13393-FAO-47-38,638
13394-FAO-58-38,13394-FAO-58-38,1
14087-FAO-34-38,14087-FAO-34-38,8
14089-FAO-41-38,14089-FAO-41-38,2492
14091-FAO-37-38,14091-FAO-37-38,250
14783-FAO-61-38,14783-FAO-61-38,211
14930-FAO-51-38,14930-FAO-51-38,2573
15054-FAO-57-38,15054-FAO-57-38,1147
15055-FAO-71-38,15055-FAO-71-38,3149
15161-FAO-34-38,15161-FAO-34-38,27
15313-FAO-37-38,15313-FAO-37-38,749
15392-FAO-37-38,15392-FAO-37-38,275
1555-FAO-34-38,1555-FAO-34-38,162
1653-FAO-67-38,1653-FAO-67-38,979
16569-FAO-48-38,16569-FAO-48-38,1
16570-FAO-41-38,16570-FAO-41-38,38
17101-FAO-77-38,17101-FAO-77-38,101
17102-FAO-67-38,17102-FAO-67-38,10919
17401-FAO-41-38,17401-FAO-41-38,1038
17563-FAO-31-38,17563-FAO-31-38,1566
1873-FAO-87-38,1873-FAO-87-38,1513
218-FAO-47-38,218-FAO-47-38,830
2228-FAO-87-38,2228-FAO-87-38,12
2356-FAO-34-38,2356-FAO-34-38,579
2551-FAO-37-38,2551-FAO-37-38,63
2693-FAO-31-38,2693-FAO-31-38,1620
2889-FAO-34-38,2889-FAO-34-38,266
3074-FAO-31-38,3074-FAO-31-38,137
3578-FAO-41-38,3578-FAO-41-38,1569
372-FAO-41-38,372-FAO-41-38,15168
4097-FAO-37-38,4097-FAO-37-38,11
4320-FAO-34-38,4320-FAO-34-38,50
4846-FAO-34-38,4846-FAO-34-38,235
52-FAO-37-38,52-FAO-37-38,35
5833-FAO-51-38,5833-FAO-51-38,9900
604-FAO-58-38,604-FAO-58-38,8
605-FAO-57-38,605-FAO-57-38,44
606-FAO-81-38,606-FAO-81-38,32
6367-FAO-37-38,6367-FAO-37-38,707
7582-FAO-34-38,7582-FAO-34-38,143
7583-FAO-47-38,7583-FAO-47-38,275
7584-FAO-41-38,7584-FAO-41-38,2797
7592-FAO-61-38,7592-FAO-61-38,4867
7594-FAO-81-38,7594-FAO-81-38,109
7595-FAO-71-38,7595-FAO-71-38,242
8021-FAO-34-38,8021-FAO-34-38,40
8462-FAO-57-38,8462-FAO-57-38,5290
8463-FAO-71-38,8463-FAO-71-38,10322
8607-FAO-37-38,8607-FAO-37-38,6
8657-FAO-31-38,8657-FAO-31-38,10
8725-FAO-34-38,8725-FAO-34-38,278
8937-FAO-31-38,8937-FAO-31-38,851
8938-FAO-77-38,8938-FAO-77-38,5031
9030-FAO-37-38,9030-FAO-37-38,15
9139-FAO-34-38,9139-FAO-34-38,2033
9140-FAO-37-38,9140-FAO-37-38,38
9646-FAO-48-38,9646-FAO-48-38,2
9649-FAO-81-38,9649-FAO-81-38,9
9749-FAO-31-38,9749-FAO-31-38,126
9750-FAO-77-38,9750-FAO-77-38,89
9806-FAO-34-38,9806-FAO-34-38,7136
10085-FAO-51-33,10085-FAO-51-33,5153
10244-FAO-51-33,10244-FAO-51-33,35707
10596-FAO-71-33,10596-FAO-71-33,5309
1233-FAO-41-33,1233-FAO-41-33,33705
12936-FAO-34-33,12936-FAO-34-33,8498
13134-FAO-34-33,13134-FAO-34-33,6400
13175-FAO-71-33,13175-FAO-71-33,81
14788-FAO-61-33,14788-FAO-61-33,287
14932-FAO-51-33,14932-FAO-51-33,4495
15060-FAO-57-33,15060-FAO-57-33,1023
15061-FAO-71-33,15061-FAO-71-33,2200
1558-FAO-34-33,1558-FAO-34-33,379
16302-FAO-51-33,16302-FAO-51-33,1080
17411-FAO-41-33,17411-FAO-41-33,155
17567-FAO-31-33,17567-FAO-31-33,2563
17640-FAO-51-33,17640-FAO-51-33,1870
2229-FAO-31-33,2229-FAO-31-33,138
2230-FAO-87-33,2230-FAO-87-33,102
226-FAO-47-33,226-FAO-47-33,11170
2362-FAO-34-33,2362-FAO-34-33,1167
2894-FAO-34-33,2894-FAO-34-33,35
3155-FAO-87-33,3155-FAO-87-33,750
3354-FAO-51-33,3354-FAO-51-33,118
381-FAO-41-33,381-FAO-41-33,46
4252-FAO-31-33,4252-FAO-31-33,445
4324-FAO-34-33,4324-FAO-34-33,120
4375-FAO-34-33,4375-FAO-34-33,2866
5213-FAO-34-33,5213-FAO-34-33,4494
5256-FAO-34-33,5256-FAO-34-33,380
5541-FAO-57-33,5541-FAO-57-33,41134
5542-FAO-51-33,5542-FAO-51-33,45046
5731-FAO-57-33,5731-FAO-57-33,22950
5732-FAO-71-33,5732-FAO-71-33,69459
5835-FAO-51-33,5835-FAO-51-33,4242
8025-FAO-34-33,8025-FAO-34-33,60
8464-FAO-57-33,8464-FAO-57-33,9302
8465-FAO-71-33,8465-FAO-71-33,12435
8734-FAO-34-33,8734-FAO-34-33,2335
8945-FAO-31-33,8945-FAO-31-33,4400
8946-FAO-77-33,8946-FAO-77-33,3037
9754-FAO-31-33,9754-FAO-31-33,82
9755-FAO-77-33,9755-FAO-77-33,32
9809-FAO-34-33,9809-FAO-34-33,18943
10088-FAO-51-33,10088-FAO-51-33,1071
10404-FAO-77-33,10404-FAO-77-33,1816
10613-FAO-71-33,10613-FAO-71-33,20218
1117-FAO-31-33,1117-FAO-31-33,5
11710-FAO-31-33,11710-FAO-31-33,66
1246-FAO-41-33,1246-FAO-41-33,7599
12643-FAO-31-33,12643-FAO-31-33,6
12799-FAO-51-33,12799-FAO-51-33,243
13070-FAO-51-33,13070-FAO-51-33,189
13182-FAO-71-33,13182-FAO-71-33,66
14841-FAO-61-33,14841-FAO-61-33,215
149-FAO-77-33,149-FAO-77-33,2
15078-FAO-57-33,15078-FAO-57-33,3118
15079-FAO-71-33,15079-FAO-71-33,2341
15205-FAO-77-33,15205-FAO-77-33,124
15447-FAO-31-33,15447-FAO-31-33,54
16305-FAO-51-33,16305-FAO-51-33,2430
17193-FAO-31-33,17193-FAO-31-33,99
17574-FAO-31-33,17574-FAO-31-33,5130
17644-FAO-51-33,17644-FAO-51-33,1972
17700-FAO-51-33,17700-FAO-51-33,2663
2165-FAO-61-33,2165-FAO-61-33,270
2238-FAO-31-33,2238-FAO-31-33,30
2463-FAO-77-33,2463-FAO-77-33,230
265-FAO-31-33,265-FAO-31-33,370
2717-FAO-31-33,2717-FAO-31-33,282
3025-FAO-51-33,3025-FAO-51-33,154
3078-FAO-31-33,3078-FAO-31-33,1026
3266-FAO-51-33,3266-FAO-51-33,236
3357-FAO-51-33,3357-FAO-51-33,22
415-FAO-31-33,415-FAO-31-33,38
5097-FAO-31-33,5097-FAO-31-33,95
5130-FAO-71-33,5130-FAO-71-33,4
660-FAO-57-33,660-FAO-57-33,1733
661-FAO-81-33,661-FAO-81-33,1
662-FAO-71-33,662-FAO-71-33,1877
7095-FAO-51-33,7095-FAO-51-33,432
7124-FAO-71-33,7124-FAO-71-33,505
783-FAO-51-33,783-FAO-51-33,50
819-FAO-31-33,819-FAO-31-33,19
8484-FAO-57-33,8484-FAO-57-33,452
8485-FAO-71-33,8485-FAO-71-33,4477
8776-FAO-51-33,8776-FAO-51-33,236
8961-FAO-31-33,8961-FAO-31-33,1147
8962-FAO-77-33,8962-FAO-77-33,2915
9848-FAO-71-33,9848-FAO-71-33,5
10091-FAO-51-33,10091-FAO-51-33,2337
11755-FAO-51-33,11755-FAO-51-33,24
16310-FAO-51-33,16310-FAO-51-33,1650
17646-FAO-51-33,17646-FAO-51-33,2850
791-FAO-51-33,791-FAO-51-33,75
10093-FAO-51-43,10093-FAO-51-43,243
10252-FAO-51-43,10252-FAO-51-43,1246
10416-FAO-31-43,10416-FAO-31-43,47
10453-FAO-71-43,10453-FAO-71-43,75
10633-FAO-71-43,10633-FAO-71-43,184
1074-FAO-34-43,1074-FAO-34-43,22
1121-FAO-31-43,1121-FAO-31-43,2
13081-FAO-51-43,13081-FAO-51-43,3
13142-FAO-34-43,13142-FAO-34-43,230
13186-FAO-71-43,13186-FAO-71-43,5
13261-FAO-51-43,13261-FAO-51-43,500
15105-FAO-57-43,15105-FAO-57-43,15
15178-FAO-34-43,15178-FAO-34-43,1
1520-FAO-34-43,1520-FAO-34-43,2
1564-FAO-34-43,1564-FAO-34-43,1
17251-FAO-77-43,17251-FAO-77-43,401
17606-FAO-71-43,17606-FAO-71-43,2
17702-FAO-51-43,17702-FAO-51-43,1682
2296-FAO-51-43,2296-FAO-51-43,28
2370-FAO-34-43,2370-FAO-34-43,113
2468-FAO-77-43,2468-FAO-77-43,10
2903-FAO-34-43,2903-FAO-34-43,6
3275-FAO-51-43,3275-FAO-51-43,13
3298-FAO-77-43,3298-FAO-77-43,1
3732-FAO-71-43,3732-FAO-71-43,150
4287-FAO-77-43,4287-FAO-77-43,67
4332-FAO-34-43,4332-FAO-34-43,5
4865-FAO-34-43,4865-FAO-34-43,420
5133-FAO-71-43,5133-FAO-71-43,1
5337-FAO-77-43,5337-FAO-77-43,1
5777-FAO-57-43,5777-FAO-57-43,2934
5778-FAO-71-43,5778-FAO-71-43,10615
5848-FAO-51-43,5848-FAO-51-43,13
693-FAO-71-43,693-FAO-71-43,678
7098-FAO-51-43,7098-FAO-51-43,96
8347-FAO-51-43,8347-FAO-51-43,240
8504-FAO-57-43,8504-FAO-57-43,8
8505-FAO-71-43,8505-FAO-71-43,786
8780-FAO-51-43,8780-FAO-51-43,8
8980-FAO-77-43,8980-FAO-77-43,2494
9008-FAO-71-43,9008-FAO-71-43,20
9504-FAO-71-43,9504-FAO-71-43,21
9818-FAO-34-43,9818-FAO-34-43,4289
10218-FAO-51-38,10218-FAO-51-38,468
10297-FAO-37-38,10297-FAO-37-38,4
12893-FAO-34-38,12893-FAO-34-38,717
2869-FAO-34-38,2869-FAO-34-38,4
5649-FAO-71-38,5649-FAO-71-38,361
10229-FAO-51-42,10229-FAO-51-42,8852
10301-FAO-37-42,10301-FAO-37-42,285
10478-FAO-87-42,10478-FAO-87-42,2593
1052-FAO-34-42,1052-FAO-34-42,1
11299-FAO-27-42,11299-FAO-27-42,5
11692-FAO-31-42,11692-FAO-31-42,3
1207-FAO-41-42,1207-FAO-41-42,9174
12490-FAO-51-42,12490-FAO-51-42,2
12910-FAO-34-42,12910-FAO-34-42,57
13046-FAO-51-42,13046-FAO-51-42,5
13119-FAO-34-42,13119-FAO-34-42,930
13167-FAO-71-42,13167-FAO-71-42,88
13354-FAO-51-42,13354-FAO-51-42,22
13932-FAO-34-42,13932-FAO-34-42,13
13933-FAO-27-42,13933-FAO-27-42,141
13939-FAO-37-42,13939-FAO-37-42,261
14739-FAO-61-42,14739-FAO-61-42,2481
15038-FAO-57-42,15038-FAO-57-42,1750
15039-FAO-71-42,15039-FAO-71-42,2756
15102-FAO-57-42,15102-FAO-57-42,15
15149-FAO-34-42,15149-FAO-34-42,9
1527-FAO-71-42,1527-FAO-71-42,4280
15380-FAO-37-42,15380-FAO-37-42,24
1550-FAO-34-42,1550-FAO-34-42,1
1624-FAO-21-42,1624-FAO-21-42,667
16506-FAO-27-42,16506-FAO-27-42,1
16989-FAO-21-42,16989-FAO-21-42,71
16990-FAO-31-42,16990-FAO-31-42,5
16991-FAO-77-42,16991-FAO-77-42,47
16992-FAO-67-42,16992-FAO-67-42,5
17469-FAO-71-42,17469-FAO-71-42,600
17553-FAO-31-42,17553-FAO-31-42,7
17594-FAO-71-42,17594-FAO-71-42,87500
17602-FAO-71-42,17602-FAO-71-42,2
17631-FAO-51-42,17631-FAO-51-42,172
1834-FAO-87-42,1834-FAO-87-42,1288
2016-FAO-61-42,2016-FAO-61-42,113758
201-FAO-47-42,201-FAO-47-42,118
2152-FAO-61-42,2152-FAO-61-42,980
2207-FAO-31-42,2207-FAO-31-42,8
2208-FAO-87-42,2208-FAO-87-42,15
2666-FAO-31-42,2666-FAO-31-42,163
2879-FAO-34-42,2879-FAO-34-42,8
2976-FAO-27-42,2976-FAO-27-42,173
3063-FAO-31-42,3063-FAO-31-42,16
3231-FAO-51-42,3231-FAO-51-42,304
3232-FAO-37-42,3232-FAO-37-42,2475
341-FAO-41-42,341-FAO-41-42,24
3647-FAO-27-42,3647-FAO-27-42,129
3707-FAO-71-42,3707-FAO-71-42,100
4008-FAO-27-42,4008-FAO-27-42,39
4313-FAO-34-42,4313-FAO-34-42,15
4361-FAO-34-42,4361-FAO-34-42,68
4833-FAO-34-42,4833-FAO-34-42,183
5246-FAO-34-42,5246-FAO-34-42,10
5276-FAO-31-42,5276-FAO-31-42,200
5300-FAO-77-42,5300-FAO-77-42,40
5516-FAO-57-42,5516-FAO-57-42,31187
5517-FAO-51-42,5517-FAO-51-42,7609
6310-FAO-37-42,6310-FAO-37-42,263
6782-FAO-61-42,6782-FAO-61-42,4883
7083-FAO-51-42,7083-FAO-51-42,235
7452-FAO-61-42,7452-FAO-61-42,7188
8012-FAO-34-42,8012-FAO-34-42,50
8330-FAO-51-42,8330-FAO-51-42,2824
8432-FAO-57-42,8432-FAO-57-42,5263
8433-FAO-71-42,8433-FAO-71-42,7012
8896-FAO-31-42,8896-FAO-31-42,414
8897-FAO-77-42,8897-FAO-77-42,12569
9106-FAO-34-42,9106-FAO-34-42,524
9199-FAO-51-42,9199-FAO-51-42,1400
9489-FAO-71-42,9489-FAO-71-42,64
9606-FAO-81-42,9606-FAO-81-42,297
9797-FAO-34-42,9797-FAO-34-42,4143
10232-FAO-51-45,10232-FAO-51-45,6432
10446-FAO-71-45,10446-FAO-71-45,72
10576-FAO-71-45,10576-FAO-71-45,8812
14762-FAO-61-45,14762-FAO-61-45,11
15044-FAO-57-45,15044-FAO-57-45,2301
15045-FAO-71-45,15045-FAO-71-45,14029
5697-FAO-57-45,5697-FAO-57-45,25596
5698-FAO-71-45,5698-FAO-71-45,19631
10235-FAO-51-45,10235-FAO-51-45,11052
10236-FAO-51-45,10236-FAO-51-45,4620
10389-FAO-77-45,10389-FAO-77-45,600
10490-FAO-87-45,10490-FAO-87-45,12069
10584-FAO-71-45,10584-FAO-71-45,11891
1220-FAO-41-45,1220-FAO-41-45,5031
12777-FAO-51-45,12777-FAO-51-45,28
13127-FAO-34-45,13127-FAO-34-45,1020
14043-FAO-27-45,14043-FAO-27-45,125
14472-FAO-31-45,14472-FAO-31-45,500
14928-FAO-51-45,14928-FAO-51-45,1391
15052-FAO-57-45,15052-FAO-57-45,3781
15053-FAO-71-45,15053-FAO-71-45,10171
15158-FAO-34-45,15158-FAO-34-45,1
15234-FAO-31-45,15234-FAO-31-45,879
1553-FAO-34-45,1553-FAO-34-45,345
17560-FAO-31-45,17560-FAO-31-45,2463
17637-FAO-51-45,17637-FAO-51-45,1624
2226-FAO-31-45,2226-FAO-31-45,18
2355-FAO-34-45,2355-FAO-34-45,209
2452-FAO-31-45,2452-FAO-31-45,215
2453-FAO-77-45,2453-FAO-77-45,350
2887-FAO-34-45,2887-FAO-34-45,241
3071-FAO-31-45,3071-FAO-31-45,36
3347-FAO-51-45,3347-FAO-51-45,112
4249-FAO-31-45,4249-FAO-31-45,742
4319-FAO-34-45,4319-FAO-34-45,70
5157-FAO-31-45,5157-FAO-31-45,118
5158-FAO-77-45,5158-FAO-77-45,206
5269-FAO-31-45,5269-FAO-31-45,512
5320-FAO-31-45,5320-FAO-31-45,667
5321-FAO-77-45,5321-FAO-77-45,450
588-FAO-57-45,588-FAO-57-45,5070
589-FAO-81-45,589-FAO-81-45,1630
590-FAO-71-45,590-FAO-71-45,3233
8931-FAO-31-45,8931-FAO-31-45,9019
8932-FAO-77-45,8932-FAO-77-45,14072
9205-FAO-51-45,9205-FAO-51-45,5878
9747-FAO-31-45,9747-FAO-31-45,901
9748-FAO-77-45,9748-FAO-77-45,228
10237-FAO-51-34,10237-FAO-51-34,3720
2157-FAO-61-34,2157-FAO-61-34,2060
5534-FAO-57-34,5534-FAO-57-34,5267
5535-FAO-51-34,5535-FAO-51-34,8551
10241-FAO-51-38,10241-FAO-51-38,5112
1228-FAO-41-38,1228-FAO-41-38,130
14104-FAO-57-38,14104-FAO-57-38,1
14105-FAO-51-38,14105-FAO-51-38,25
17564-FAO-31-38,17564-FAO-31-38,7934
2358-FAO-34-38,2358-FAO-34-38,776
2890-FAO-34-38,2890-FAO-34-38,40
3352-FAO-51-38,3352-FAO-51-38,90
5723-FAO-57-38,5723-FAO-57-38,7505
5724-FAO-71-38,5724-FAO-71-38,20611
775-FAO-51-38,775-FAO-51-38,5
8941-FAO-31-38,8941-FAO-31-38,1971
8942-FAO-77-38,8942-FAO-77-38,2933
9752-FAO-31-38,9752-FAO-31-38,62
9753-FAO-77-38,9753-FAO-77-38,24
10249-FAO-51-33,10249-FAO-51-33,3799
10630-FAO-71-33,10630-FAO-71-33,46336
13184-FAO-71-33,13184-FAO-71-33,41
14945-FAO-51-33,14945-FAO-51-33,1071
15088-FAO-57-33,15088-FAO-57-33,10182
15089-FAO-71-33,15089-FAO-71-33,44670
2113-FAO-61-33,2113-FAO-61-33,332192
2167-FAO-61-33,2167-FAO-61-33,16740
3273-FAO-51-33,3273-FAO-51-33,3333
3362-FAO-51-33,3362-FAO-51-33,741
5767-FAO-57-33,5767-FAO-57-33,17976
5768-FAO-71-33,5768-FAO-71-33,45909
7784-FAO-51-33,7784-FAO-51-33,40
8494-FAO-57-33,8494-FAO-57-33,19323
8495-FAO-71-33,8495-FAO-71-33,27603
10276-FAO-71-33,10276-FAO-71-33,1
11701-FAO-31-33,11701-FAO-31-33,9
11745-FAO-51-33,11745-FAO-51-33,57
1217-FAO-41-33,1217-FAO-41-33,284
12547-FAO-31-33,12547-FAO-31-33,17
12630-FAO-31-33,12630-FAO-31-33,6
12774-FAO-51-33,12774-FAO-51-33,370
144-FAO-77-33,144-FAO-77-33,3
14781-FAO-61-33,14781-FAO-61-33,44
15443-FAO-31-33,15443-FAO-31-33,61
16295-FAO-51-33,16295-FAO-51-33,100
17077-FAO-77-33,17077-FAO-77-33,36
17696-FAO-51-33,17696-FAO-51-33,1654
261-FAO-31-33,261-FAO-31-33,120
3070-FAO-31-33,3070-FAO-31-33,79
3250-FAO-51-33,3250-FAO-51-33,1723
5087-FAO-31-33,5087-FAO-31-33,111
5125-FAO-71-33,5125-FAO-71-33,24
770-FAO-51-33,770-FAO-51-33,15
9845-FAO-71-33,9845-FAO-71-33,3
10282-FAO-71-33,10282-FAO-71-33,23
10622-FAO-71-33,10622-FAO-71-33,7819
12553-FAO-31-33,12553-FAO-31-33,7
12811-FAO-51-33,12811-FAO-51-33,18
12953-FAO-34-33,12953-FAO-34-33,106
152-FAO-77-33,152-FAO-77-33,10
15450-FAO-31-33,15450-FAO-31-33,16
17227-FAO-77-33,17227-FAO-77-33,58
269-FAO-31-33,269-FAO-31-33,180
3728-FAO-71-33,3728-FAO-71-33,250
5101-FAO-31-33,5101-FAO-31-33,2
5132-FAO-71-33,5132-FAO-71-33,4
9850-FAO-71-33,9850-FAO-71-33,1
10293-FAO-37-57,10293-FAO-37-57,72
10547-FAO-71-57,10547-FAO-71-57,54878
11120-FAO-34-57,11120-FAO-34-57,14
1183-FAO-41-57,1183-FAO-41-57,1730
13154-FAO-71-57,13154-FAO-71-57,62
13714-FAO-27-57,13714-FAO-27-57,1884
13715-FAO-37-57,13715-FAO-37-57,432
14687-FAO-61-57,14687-FAO-61-57,7443
14986-FAO-57-57,14986-FAO-57-57,15227
14987-FAO-71-57,14987-FAO-71-57,74282
15271-FAO-37-57,15271-FAO-37-57,416
15353-FAO-37-57,15353-FAO-37-57,531
15-FAO-37-57,15-FAO-37-57,76
16409-FAO-27-57,16409-FAO-27-57,2061
17536-FAO-31-57,17536-FAO-31-57,54
3056-FAO-31-57,3056-FAO-31-57,7
3204-FAO-51-57,3204-FAO-51-57,139
3879-FAO-37-57,3879-FAO-37-57,219
4904-FAO-37-57,4904-FAO-37-57,600
5606-FAO-57-57,5606-FAO-57-57,23933
5607-FAO-71-57,5607-FAO-71-57,116991
5924-FAO-27-57,5924-FAO-27-57,150
6230-FAO-34-57,6230-FAO-34-57,12
6234-FAO-37-57,6234-FAO-37-57,1338
7284-FAO-61-57,7284-FAO-61-57,1133
839-FAO-27-57,839-FAO-27-57,134
83-FAO-37-57,83-FAO-37-57,177
8855-FAO-31-57,8855-FAO-31-57,259
9018-FAO-37-57,9018-FAO-37-57,16
10300-FAO-37-33,10300-FAO-37-33,7
10570-FAO-71-33,10570-FAO-71-33,5661
12759-FAO-51-33,12759-FAO-51-33,170
14574-FAO-37-33,14574-FAO-37-33,20
15034-FAO-57-33,15034-FAO-57-33,9664
15035-FAO-71-33,15035-FAO-71-33,34175
15379-FAO-37-33,15379-FAO-37-33,283
2151-FAO-61-33,2151-FAO-61-33,5750
3229-FAO-51-33,3229-FAO-51-33,3877
3230-FAO-37-33,3230-FAO-37-33,1304
3338-FAO-51-33,3338-FAO-51-33,2395
5512-FAO-57-33,5512-FAO-57-33,5110
5513-FAO-51-33,5513-FAO-51-33,9465
760-FAO-51-33,760-FAO-51-33,2
8425-FAO-57-33,8425-FAO-57-33,21867
8426-FAO-71-33,8426-FAO-71-33,11302
10308-FAO-37-35,10308-FAO-37-35,627
10592-FAO-71-35,10592-FAO-71-35,346938
119-FAO-37-35,119-FAO-37-35,17300
14141-FAO-27-35,14141-FAO-27-35,2
14144-FAO-37-35,14144-FAO-37-35,4884
14583-FAO-37-35,14583-FAO-37-35,150
14931-FAO-51-35,14931-FAO-51-35,7619
15056-FAO-57-35,15056-FAO-57-35,14858
15057-FAO-71-35,15057-FAO-71-35,45213
15319-FAO-37-35,15319-FAO-37-35,14978
16300-FAO-51-35,16300-FAO-51-35,770
17697-FAO-51-35,17697-FAO-51-35,799
2159-FAO-61-35,2159-FAO-61-35,5
2288-FAO-51-35,2288-FAO-51-35,1150
3257-FAO-51-35,3257-FAO-51-35,5328
3258-FAO-37-35,3258-FAO-37-35,10634
777-FAO-51-35,777-FAO-51-35,68
9150-FAO-37-35,9150-FAO-37-35,417
10309-FAO-37-33,10309-FAO-37-33,5
11477-FAO-27-33,11477-FAO-27-33,38
12932-FAO-34-33,12932-FAO-34-33,294
13231-FAO-37-33,13231-FAO-37-33,5
14145-FAO-34-33,14145-FAO-34-33,37
14146-FAO-27-33,14146-FAO-27-33,114
15320-FAO-37-33,15320-FAO-37-33,2678
15397-FAO-37-33,15397-FAO-37-33,333
2823-FAO-37-33,2823-FAO-37-33,15
4124-FAO-37-33,4124-FAO-37-33,4
6382-FAO-37-33,6382-FAO-37-33,755
8729-FAO-34-33,8729-FAO-34-33,431
9151-FAO-34-33,9151-FAO-34-33,2219
9152-FAO-37-33,9152-FAO-37-33,151
10310-FAO-37-38,10310-FAO-37-38,2
10501-FAO-87-38,10501-FAO-87-38,4491
11543-FAO-27-38,11543-FAO-27-38,9
12947-FAO-34-38,12947-FAO-34-38,1431
13234-FAO-37-38,13234-FAO-37-38,1
14224-FAO-34-38,14224-FAO-34-38,1
14225-FAO-27-38,14225-FAO-27-38,65
14226-FAO-37-38,14226-FAO-37-38,22
15240-FAO-31-38,15240-FAO-31-38,139
15327-FAO-37-38,15327-FAO-37-38,252
15403-FAO-37-38,15403-FAO-37-38,183
1882-FAO-87-38,1882-FAO-87-38,29
2235-FAO-31-38,2235-FAO-31-38,50
2236-FAO-87-38,2236-FAO-87-38,12
3167-FAO-87-38,3167-FAO-87-38,1
4156-FAO-27-38,4156-FAO-27-38,2704
4981-FAO-37-38,4981-FAO-37-38,165
61-FAO-37-38,61-FAO-37-38,24
6405-FAO-37-38,6405-FAO-37-38,324
9032-FAO-37-38,9032-FAO-37-38,7
10312-FAO-37-33,10312-FAO-37-33,22
11580-FAO-34-33,11580-FAO-34-33,1
11581-FAO-27-33,11581-FAO-27-33,9
11938-FAO-37-33,11938-FAO-37-33,1
123-FAO-37-33,123-FAO-37-33,926
12415-FAO-37-33,12415-FAO-37-33,147
13237-FAO-37-33,13237-FAO-37-33,4
14269-FAO-34-33,14269-FAO-34-33,77
14270-FAO-27-33,14270-FAO-27-33,635
14271-FAO-37-33,14271-FAO-37-33,532
14589-FAO-37-33,14589-FAO-37-33,40
3272-FAO-37-33,3272-FAO-37-33,2623
4183-FAO-37-33,4183-FAO-37-33,13
4462-FAO-37-33,4462-FAO-37-33,38
