idorig,pctredfmsy,pctredfmey,weight
10051-FAO-51-37,53.7971236702086,62.6410910632591,0.00678315046449012
10205-FAO-51-37,53.7971236702086,62.6410910632591,0.00678315046449012
11726-FAO-51-37,53.7971236702086,62.6410910632591,0.00678315046449012
12724-FAO-51-37,53.7971236702086,62.6410910632591,0.00678315046449012
16269-FAO-51-37,53.7971236702086,62.6410910632591,0.00678315046449012
3324-FAO-51-37,53.7971236702086,62.6410910632591,0.00678315046449012
5802-FAO-51-37,53.7971236702086,62.6410910632591,0.00678315046449012
740-FAO-51-37,53.7971236702086,62.6410910632591,0.00678315046449012
7768-FAO-51-37,53.7971236702086,62.6410910632591,0.00678315046449012
10065-FAO-51-37,43.1254527608747,54.012149538581,0.0853592405290535
10221-FAO-51-37,43.1254527608747,54.012149538581,0.0853592405290535
12751-FAO-51-37,43.1254527608747,54.012149538581,0.0853592405290535
13040-FAO-51-37,43.1254527608747,54.012149538581,0.0853592405290535
14918-FAO-51-37,43.1254527608747,54.012149538581,0.0853592405290535
16281-FAO-51-37,43.1254527608747,54.012149538581,0.0853592405290535
17623-FAO-51-37,43.1254527608747,54.012149538581,0.0853592405290535
3222-FAO-51-37,43.1254527608747,54.012149538581,0.0853592405290535
3334-FAO-51-37,43.1254527608747,54.012149538581,0.0853592405290535
5499-FAO-51-37,43.1254527608747,54.012149538581,0.0853592405290535
5813-FAO-51-37,43.1254527608747,54.012149538581,0.0853592405290535
