"","idorig","commname","sciname","country","g","phi","k","msy","marginalcost","speciescat","speciescatname","regionfao","policy","beta","fvfmsy","bvbmsy","catch","price","idoriglumped","lumpedcatch2012","fmeyvfmsy","bmeyvbmsy","fcsvfmsy","bcsvbmsy"
"77","2322-FAO-34-37","African moonfish","Selene dorsalis","Congo",0.092087525772296,0.188,23419.2798139424,862.610120826214,15547853.5361739,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.30732677131926,0.327082519265533,651,993.59553552,"Lumped-African moonfish-FaoRegion34",2504,0.808577789386486,1.20689366522266,0.808577789386486,1.20689366522266
"78","4780-FAO-34-37","African moonfish","Selene dorsalis","Ghana",0.092087525772296,0.188,26369.1737382792,971.264544647641,15547853.5361739,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.30732677131926,0.327082519265533,733,993.59553552,"Lumped-African moonfish-FaoRegion34",2504,0.808577789386486,1.20689366522266,0.808577789386486,1.20689366522266
"79","7969-FAO-34-37","African moonfish","Selene dorsalis","Liberia",0.092087525772296,0.188,8993.57903761228,331.263487260451,15547853.5361739,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.30732677131926,0.327082519265533,250,993.59553552,"Lumped-African moonfish-FaoRegion34",2504,0.808577789386486,1.20689366522266,0.808577789386486,1.20689366522266
"80","1019-FAO-34-37","Atlantic bumper","Chloroscombrus chrysurus","Benin",0.117327523461544,0.188,3110.12423956096,145.95462153002,35096853.0365876,37,"Miscellaneous pelagic fishes","34","Historic",1.3,1.71412041952409,1.01125653597177,253,993.59553552,"Lumped-Atlantic bumper-FaoRegion34",17788,0.808583984525418,1.20689664343905,0.808583984525418,1.20689664343905
"81","11985-FAO-34-37","Atlantic bumper","Chloroscombrus chrysurus","Russian Federation",0.117327523461544,0.188,6822.60455713966,320.177134186408,35096853.0365876,37,"Miscellaneous pelagic fishes","34","Historic",1.3,1.71412041952409,1.01125653597177,555,993.59553552,"Lumped-Atlantic bumper-FaoRegion34",17788,0.808583984525418,1.20689664343905,0.808583984525418,1.20689664343905
"82","12843-FAO-34-37","Atlantic bumper","Chloroscombrus chrysurus","Senegal",0.117327523461544,0.188,88472.585581503,4151.9186211524,35096853.0365876,37,"Miscellaneous pelagic fishes","34","Historic",1.3,1.71412041952409,1.01125653597177,7197,993.59553552,"Lumped-Atlantic bumper-FaoRegion34",17788,0.808583984525418,1.20689664343905,0.808583984525418,1.20689664343905
"83","13096-FAO-34-37","Atlantic bumper","Chloroscombrus chrysurus","Sierra Leone",0.117327523461544,0.188,3442.03473152992,161.530806436386,35096853.0365876,37,"Miscellaneous pelagic fishes","34","Historic",1.3,1.71412041952409,1.01125653597177,280,993.59553552,"Lumped-Atlantic bumper-FaoRegion34",17788,0.808583984525418,1.20689664343905,0.808583984525418,1.20689664343905
"84","15789-FAO-34-37","Atlantic bumper","Chloroscombrus chrysurus","Un. Sov. Soc. Rep.",0.117327523461544,0.188,0,0,35096853.0365876,37,"Miscellaneous pelagic fishes","34","Historic",1.3,1.71412041952409,1.01125653597177,0,993.59553552,"Lumped-Atlantic bumper-FaoRegion34",17788,NA,NA,NA,NA
"85","2325-FAO-34-37","Atlantic bumper","Chloroscombrus chrysurus","Congo",0.117327523461544,0.188,2138.97872602216,100.379858285469,35096853.0365876,37,"Miscellaneous pelagic fishes","34","Historic",1.3,1.71412041952409,1.01125653597177,174,993.59553552,"Lumped-Atlantic bumper-FaoRegion34",17788,0.808583984525418,1.20689664343905,0.808583984525418,1.20689664343905
"86","2848-FAO-34-37","Atlantic bumper","Chloroscombrus chrysurus","Ivory Coast",0.117327523461544,0.188,3392.86280679378,159.223223487295,35096853.0365876,37,"Miscellaneous pelagic fishes","34","Historic",1.3,1.71412041952409,1.01125653597177,276,993.59553552,"Lumped-Atlantic bumper-FaoRegion34",17788,0.808583984525418,1.20689664343905,0.808583984525418,1.20689664343905
"87","4786-FAO-34-37","Atlantic bumper","Chloroscombrus chrysurus","Ghana",0.117327523461544,0.188,85325.5823983899,4004.23331241056,35096853.0365876,37,"Miscellaneous pelagic fishes","34","Historic",1.3,1.71412041952409,1.01125653597177,6941,993.59553552,"Lumped-Atlantic bumper-FaoRegion34",17788,0.808583984525418,1.20689664343905,0.808583984525418,1.20689664343905
"88","8119-FAO-34-37","Atlantic bumper","Chloroscombrus chrysurus","Lithuania",0.117327523461544,0.188,25938.1902983147,1217.25000564562,35096853.0365876,37,"Miscellaneous pelagic fishes","34","Historic",1.3,1.71412041952409,1.01125653597177,2110,993.59553552,"Lumped-Atlantic bumper-FaoRegion34",17788,0.808583984525418,1.20689664343905,0.808583984525418,1.20689664343905
"89","9318-FAO-34-37","Atlantic bumper","Chloroscombrus chrysurus","Netherlands",0.117327523461544,0.188,24.5859623680709,1.15379147454562,35096853.0365876,37,"Miscellaneous pelagic fishes","34","Historic",1.3,1.71412041952409,1.01125653597177,2,993.59553552,"Lumped-Atlantic bumper-FaoRegion34",17788,0.808583984525418,1.20689664343905,0.808583984525418,1.20689664343905
"90","1034-FAO-34-37","Common dolphinfish","Coryphaena hippurus","Benin",0.108672393235232,0.188,72.6811759718762,3.15923102902709,1130521.7879203,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.81766869905485,0.78636961871747,7,1413.5484696,"Lumped-Common dolphinfish-FaoRegion34",466,0.80858403527206,1.20689654541109,0.80858403527206,1.20689654541109
"91","11103-FAO-34-37","Common dolphinfish","Coryphaena hippurus","Portugal",0.108672393235232,0.188,155.745377082592,6.76978077648662,1130521.7879203,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.81766869905485,0.78636961871747,15,1413.5484696,"Lumped-Common dolphinfish-FaoRegion34",466,0.80858403527206,1.20689654541109,0.80858403527206,1.20689654541109
"92","12870-FAO-34-37","Common dolphinfish","Coryphaena hippurus","Senegal",0.108672393235232,0.188,4142.82703039694,180.076168654544,1130521.7879203,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.81766869905485,0.78636961871747,399,1413.5484696,"Lumped-Common dolphinfish-FaoRegion34",466,0.80858403527206,1.20689654541109,0.80858403527206,1.20689654541109
"93","13696-FAO-34-37","Common dolphinfish","Coryphaena hippurus","Spain",0.108672393235232,0.188,238.809578193307,10.3803305239462,1130521.7879203,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.81766869905485,0.78636961871747,23,1413.5484696,"Lumped-Common dolphinfish-FaoRegion34",466,0.80858403527206,1.20689654541109,0.80858403527206,1.20689654541109
"94","15129-FAO-34-37","Common dolphinfish","Coryphaena hippurus","Togo",0.108672393235232,0.188,228.426553054468,9.92901180551372,1130521.7879203,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.81766869905485,0.78636961871747,22,1413.5484696,"Lumped-Common dolphinfish-FaoRegion34",466,0.80858403527206,1.20689654541109,0.80858403527206,1.20689654541109
"95","7992-FAO-34-37","Common dolphinfish","Coryphaena hippurus","Liberia",0.108672393235232,0.188,0,0,1130521.7879203,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.81766869905485,0.78636961871747,0,1413.5484696,"Lumped-Common dolphinfish-FaoRegion34",466,NA,NA,NA,NA
"96","10706-FAO-34-37","Bluefish","Pomatomus saltatrix","Poland",0.0332958176673753,0.188,0,0,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,0,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,NA,NA,NA,NA
"97","11062-FAO-34-37","Bluefish","Pomatomus saltatrix","Portugal",0.0332958176673753,0.188,0,0,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,0,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,NA,NA,NA,NA
"98","11795-FAO-34-37","Bluefish","Pomatomus saltatrix","Romania",0.0332958176673753,0.188,0,0,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,0,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,NA,NA,NA,NA
"99","12040-FAO-34-37","Bluefish","Pomatomus saltatrix","Russian Federation",0.0332958176673753,0.188,392.330300470893,5.22494525971129,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,8,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,0.715444062504655,1.14589576978925,0.715444062504655,1.14589576978925
"100","12860-FAO-34-37","Bluefish","Pomatomus saltatrix","Senegal",0.0332958176673753,0.188,23883.1070411656,318.068542684925,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,487,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,0.715444062504655,1.14589576978925,0.715444062504655,1.14589576978925
"101","1334-FAO-34-37","Bluefish","Pomatomus saltatrix","Bulgaria",0.0332958176673753,0.188,0,0,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,0,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,NA,NA,NA,NA
"102","13641-FAO-34-37","Bluefish","Pomatomus saltatrix","Spain",0.0332958176673753,0.188,49.0412875588616,0.653118157463911,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,1,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,0.715444062504655,1.14589576978925,0.715444062504655,1.14589576978925
"103","15508-FAO-34-37","Bluefish","Pomatomus saltatrix","Ukraine",0.0332958176673753,0.188,0,0,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,0,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,0.715444062504655,1.14589576978925,0.715444062504655,1.14589576978925
"104","15833-FAO-34-37","Bluefish","Pomatomus saltatrix","Un. Sov. Soc. Rep.",0.0332958176673753,0.188,0,0,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,0,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,NA,NA,NA,NA
"105","4343-FAO-34-37","Bluefish","Pomatomus saltatrix","Gambia",0.0332958176673753,0.188,0,0,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,0,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,0.715444062504655,1.14589576978925,0.715444062504655,1.14589576978925
"106","4531-FAO-34-37","Bluefish","Pomatomus saltatrix","Germany",0.0332958176673753,0.188,0,0,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,0,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,NA,NA,NA,NA
"107","4888-FAO-34-37","Bluefish","Pomatomus saltatrix","Greece",0.0332958176673753,0.188,0,0,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,0,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,NA,NA,NA,NA
"108","7817-FAO-34-37","Bluefish","Pomatomus saltatrix","Latvia",0.0332958176673753,0.188,0,0,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,0,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,0.715444062504655,1.14589576978925,0.715444062504655,1.14589576978925
"109","8146-FAO-34-37","Bluefish","Pomatomus saltatrix","Lithuania",0.0332958176673753,0.188,0,0,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,0,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,0.715444062504655,1.14589576978925,0.715444062504655,1.14589576978925
"110","8673-FAO-34-37","Bluefish","Pomatomus saltatrix","Mauritania",0.0332958176673753,0.188,244323.694618249,3253.83466048521,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,4982,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,0.715444062504655,1.14589576978925,0.715444062504655,1.14589576978925
"111","9051-FAO-34-37","Bluefish","Pomatomus saltatrix","Morocco",0.0332958176673753,0.188,18537.6066972497,246.878663521359,67258911.9063703,37,"Miscellaneous pelagic fishes","34","Historic",1.3,4.30974727776224,0.355268283892268,378,993.59553552,"Lumped-Bluefish-FaoRegion34",5856,0.715444062504655,1.14589576978925,0.715444062504655,1.14589576978925
"112","10780-FAO-34-37","Leerfish","Lichia amia","Poland",0.0385947292212952,0.188,630.093915601579,9.72687855592712,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,12,993.59553552,"Lumped-Leerfish-FaoRegion34",773,0.788302710663531,1.18690580751674,0.788302710663531,1.18690580751674
"113","11267-FAO-34-37","Leerfish","Lichia amia","Portugal",0.0385947292212952,0.188,0,0,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,0,993.59553552,"Lumped-Leerfish-FaoRegion34",773,0.788302710663531,1.18690580751674,0.788302710663531,1.18690580751674
"114","11860-FAO-34-37","Leerfish","Lichia amia","Romania",0.0385947292212952,0.188,0,0,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,0,993.59553552,"Lumped-Leerfish-FaoRegion34",773,NA,NA,NA,NA
"115","12208-FAO-34-37","Leerfish","Lichia amia","Russian Federation",0.0385947292212952,0.188,26411.4366289662,407.718326135945,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,503,993.59553552,"Lumped-Leerfish-FaoRegion34",773,0.788302710663531,1.18690580751674,0.788302710663531,1.18690580751674
"116","12689-FAO-34-37","Leerfish","Lichia amia","Sao Tome and Principe",0.0385947292212952,0.188,3675.54784100921,56.7401249095749,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,70,993.59553552,"Lumped-Leerfish-FaoRegion34",773,0.788302710663531,1.18690580751674,0.788302710663531,1.18690580751674
"117","12905-FAO-34-37","Leerfish","Lichia amia","Senegal",0.0385947292212952,0.188,4253.13393031066,65.6564302525081,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,81,993.59553552,"Lumped-Leerfish-FaoRegion34",773,0.788302710663531,1.18690580751674,0.788302710663531,1.18690580751674
"118","13898-FAO-34-37","Leerfish","Lichia amia","Spain",0.0385947292212952,0.188,0,0,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,0,993.59553552,"Lumped-Leerfish-FaoRegion34",773,0.788302710663531,1.18690580751674,0.788302710663531,1.18690580751674
"119","1404-FAO-34-37","Leerfish","Lichia amia","Bulgaria",0.0385947292212952,0.188,0,0,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,0,993.59553552,"Lumped-Leerfish-FaoRegion34",773,NA,NA,NA,NA
"120","15596-FAO-34-37","Leerfish","Lichia amia","Ukraine",0.0385947292212952,0.188,0,0,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,0,993.59553552,"Lumped-Leerfish-FaoRegion34",773,0.788302710663531,1.18690580751674,0.788302710663531,1.18690580751674
"121","2874-FAO-34-37","Leerfish","Lichia amia","Ivory Coast",0.0385947292212952,0.188,2205.32870460553,34.0440749457449,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,42,993.59553552,"Lumped-Leerfish-FaoRegion34",773,0.788302710663531,1.18690580751674,0.788302710663531,1.18690580751674
"122","4635-FAO-34-37","Leerfish","Lichia amia","Germany",0.0385947292212952,0.188,0,0,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,0,993.59553552,"Lumped-Leerfish-FaoRegion34",773,0.788302710663531,1.18690580751674,0.788302710663531,1.18690580751674
"123","6304-FAO-34-37","Leerfish","Lichia amia","Italy",0.0385947292212952,0.188,0,0,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,0,993.59553552,"Lumped-Leerfish-FaoRegion34",773,NA,NA,NA,NA
"124","7874-FAO-34-37","Leerfish","Lichia amia","Latvia",0.0385947292212952,0.188,157.523478900395,2.43171963898178,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,3,993.59553552,"Lumped-Leerfish-FaoRegion34",773,0.788302710663531,1.18690580751674,0.788302710663531,1.18690580751674
"125","8217-FAO-34-37","Leerfish","Lichia amia","Lithuania",0.0385947292212952,0.188,945.140873402368,14.5903178338907,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,18,993.59553552,"Lumped-Leerfish-FaoRegion34",773,0.788302710663531,1.18690580751674,0.788302710663531,1.18690580751674
"126","9392-FAO-34-37","Leerfish","Lichia amia","Netherlands",0.0385947292212952,0.188,2310.34435720579,35.6652213717328,9093874.25924819,37,"Miscellaneous pelagic fishes","34","Historic",1.3,2.6739915006011,0.461368277226642,44,993.59553552,"Lumped-Leerfish-FaoRegion34",773,0.788302710663531,1.18690580751674,0.788302710663531,1.18690580751674
"127","10958-FAO-34-37","Atlantic pomfret","Brama brama","Portugal",0.0132338985304597,0.188,132.368403005492,0.700668089640496,25512502.4954849,37,"Miscellaneous pelagic fishes","34","Historic",1.3,8.78206244984209,0.325028269505001,2,1666.62523,"Lumped-Atlantic pomfret-FaoRegion34",744,0.0700132326298777,0.677009875897992,0.0700132326298777,0.677009875897992
"128","12000-FAO-34-37","Atlantic pomfret","Brama brama","Russian Federation",0.0132338985304597,0.188,33753.9427664004,178.670362858326,25512502.4954849,37,"Miscellaneous pelagic fishes","34","Historic",1.3,8.78206244984209,0.325028269505001,510,1666.62523,"Lumped-Atlantic pomfret-FaoRegion34",744,0.0700132326298777,0.677009875897992,0.0700132326298777,0.677009875897992
"129","13526-FAO-34-37","Atlantic pomfret","Brama brama","Spain",0.0132338985304597,0.188,14361.9717260959,76.0224877259938,25512502.4954849,37,"Miscellaneous pelagic fishes","34","Historic",1.3,8.78206244984209,0.325028269505001,217,1666.62523,"Lumped-Atlantic pomfret-FaoRegion34",744,0.0700132326298777,0.677009875897992,0.0700132326298777,0.677009875897992
