species,grp,clade,region,pctredbpt,pctredbl,pctredbu,key,q025,q50,q975,silhouette,lambda,delta,fe,redlist
Tristan albatross,bird,bird,S Atlantic,90.6,54.4,151,pcostmey,66.87475752534276,69.26229347931145,71.54561324658523,bird,0.971,-0.029,0.032,CR
Tristan albatross,bird,bird,S Atlantic,90.6,54.4,151,pctredmey,21.466737831942712,27.51140207913775,32.237033152013566,bird,0.971,-0.029,0.032,CR
Tristan albatross,bird,bird,S Atlantic,90.6,54.4,151,pctredmsy,-16.151799767760508,-7.215745690274998,-0.2246037060647056,bird,0.971,-0.029,0.032,CR
Tristan albatross,bird,bird,S Atlantic,90.6,54.4,151,ycostmsy,70.8604141483978,72.92481643231736,74.665177235611,bird,0.971,-0.029,0.032,CR
Vaquita porpoise,mammal,cetacean,Gulf of California - Mexico,89.5,53.7,149.1,pcostmey,68.17708349102647,69.21257937009105,70.58508391653478,porpoise,0.66,-0.34,0.38,CR
Vaquita porpoise,mammal,cetacean,Gulf of California - Mexico,89.5,53.7,149.1,pctredmey,-28.3604809226915,-25.92293429869114,-25.402854279455962,porpoise,0.66,-0.34,0.38,CR
Vaquita porpoise,mammal,cetacean,Gulf of California - Mexico,89.5,53.7,149.1,pctredmsy,-35.95754214840246,-32.46495027557782,-31.789949129753044,porpoise,0.66,-0.34,0.38,CR
Vaquita porpoise,mammal,cetacean,Gulf of California - Mexico,89.5,53.7,149.1,ycostmsy,11.12864478233311,12.078427395053584,13.48999705609209,porpoise,0.66,-0.34,0.38,CR
White-chinned petrel,bird,bird,"S Pacific, S Atlantic, S Indian, S Ocean",27.7,16.6,46.2,pcostmey,0,0,0.0020672606939823746,bird,0.964,-0.036,0.13,VU
White-chinned petrel,bird,bird,"S Pacific, S Atlantic, S Indian, S Ocean",27.7,16.6,46.2,pctredmey,27.089761706792203,36.0129749038379,42.24278585475479,bird,0.964,-0.036,0.13,VU
White-chinned petrel,bird,bird,"S Pacific, S Atlantic, S Indian, S Ocean",27.7,16.6,46.2,pctredmsy,-5.379347243361118,7.144823853977925,16.583290566575396,bird,0.964,-0.036,0.13,VU
White-chinned petrel,bird,bird,"S Pacific, S Atlantic, S Indian, S Ocean",27.7,16.6,46.2,ycostmsy,0.4981460089034617,1.6335717615071115,3.5357112954222423,bird,0.964,-0.036,0.13,VU
