pctredmsy,pctredmey,ycostmsy,pcostmey,pctT,species
-28.657980804950643,6.019507698431568,2.5458066718279717,0.25231492826899415,17.843607506264757,Loggerhead turtle (NW Atlantic)
-48.75066123745021,-8.729833410357525,3.7604427714138913,1.030674783660169,20.721106984563814,Loggerhead turtle (NW Atlantic)
-35.485438392662175,1.0055686359676619,0.347950807541524,0,-15.00974883403505,Loggerhead turtle (NW Atlantic)
-39.168955618385276,-1.5739606736515832,2.7070162705845844,0.6073596879793802,22.714373342075646,Loggerhead turtle (NW Atlantic)
-46.315731149946224,-6.940799307469227,2.2199806325667146,0.21550631978280804,5.817043066085885,Loggerhead turtle (NW Atlantic)
-35.88083541663847,1.1411660172541418,0,0,-47.4991691478037,Loggerhead turtle (NW Atlantic)
-34.7110099056763,1.7985893964716277,2.3534176030608913,0.16483976431649466,11.015738259658079,Loggerhead turtle (NW Atlantic)
-38.83866372602714,-1.3054988440897397,3.677611953207107,1.1545392618623342,23.55782821127111,Loggerhead turtle (NW Atlantic)
-34.86968170526555,1.5503031210074982,1.837475140479319,0.1261196704321724,11.101911339780306,Loggerhead turtle (NW Atlantic)
-40.575582187072165,-2.8827438536360006,0.5403940591680221,0,-12.026954418405703,Loggerhead turtle (NW Atlantic)
-36.322951903511,0.31605487677877797,1.1107361745264384,8.830405844135081e-4,1.2589930446924367,Loggerhead turtle (NW Atlantic)
-24.694480160417164,8.977985052347725,1.7231264612716826,0.03546883253268303,13.62953208099667,Loggerhead turtle (NW Atlantic)
-41.2716537425058,-2.85647843906148,3.3343368498889214,0.9117679853439914,19.321878792246462,Loggerhead turtle (NW Atlantic)
-22.120439590121865,10.821136421724987,2.961967241891295,0.6920344490163183,28.70499628865683,Loggerhead turtle (NW Atlantic)
-31.41580726768908,4.180424891928409,1.224807485053568,1.0673045508848357e-4,4.524252422965529,Loggerhead turtle (NW Atlantic)
-23.931489017983196,8.9959715880168325,0.16996066691589545,0,-8.773038580887741,Loggerhead turtle (NW Atlantic)
-32.95321908385742,3.0149190685793656,4.92742814300884,1.8500254893484467,30.612633898052383,Loggerhead turtle (NW Atlantic)
-33.08939639318872,2.8014759139241434,0.6890303744658467,0,-4.61754996610952,Loggerhead turtle (NW Atlantic)
-29.36521238565197,5.333919531427851,1.0622533752341954,0,1.0493962619190085,Loggerhead turtle (NW Atlantic)
-60.23854218279132,-17.02554039085726,5.3250289883813755,2.307292292728468,31.206079724371506,Loggerhead turtle (NW Atlantic)
-42.745655272926875,-4.012612414242718,0,0,-52.15886782161547,Loggerhead turtle (NW Atlantic)
-10.280682150067149,19.74526796908496,0,0,-142.8624171965171,Loggerhead turtle (NW Atlantic)
-40.200722194787254,-1.7989364198266597,1.6530351299663917,0.032638656601553136,2.8926143796324957,Loggerhead turtle (NW Atlantic)
-35.983880778712084,0.6460947996297027,0.7001558198148718,0,-8.351043410254315,Loggerhead turtle (NW Atlantic)
-28.43380007502577,6.293009969648572,1.0787108998947126,0,6.254068128377554,Loggerhead turtle (NW Atlantic)
-32.0068636482357,3.6210404830142355,2.582052501553063,0.3525233165803281,18.09679210971096,Loggerhead turtle (NW Atlantic)
-41.65238069976916,-3.396369797881714,2.041198859329092,0.06598515858394925,2.8929928618095606,Loggerhead turtle (NW Atlantic)
-33.74975156367566,2.102725508146737,0.5842779032045999,0,-6.619983493984128,Loggerhead turtle (NW Atlantic)
-29.570231890559,5.3997444091872095,3.242084861580721,0.5870746215179358,21.479204143276963,Loggerhead turtle (NW Atlantic)
-52.09178734429444,-10.906024776200956,7.443451573884506,3.2945758435127295,34.00909489346123,Loggerhead turtle (NW Atlantic)
-30.684719798315736,4.9988776129951455,1.6970197450052054,0.10279131656740322,12.99728449309869,Loggerhead turtle (NW Atlantic)
-36.69321772579626,0.2133931908041634,0.37644896819691714,0,-13.491260958888057,Loggerhead turtle (NW Atlantic)
-38.89360620663437,-1.406294790353824,5.32139664172518,2.182163304131419,33.57558988637613,Loggerhead turtle (NW Atlantic)
-32.65548478943818,3.065584734946377,0.4925080412315441,0,-6.935450882296455,Loggerhead turtle (NW Atlantic)
-30.807966334620794,4.455471245005587,3.32799324596885,0.8462957916296553,25.200008985800014,Loggerhead turtle (NW Atlantic)
-37.4205062617979,-0.09097097506539828,2.5949090216259476,0.4688892261757064,18.77466662576421,Loggerhead turtle (NW Atlantic)
-34.68791663451268,1.509898751079625,6.261592881793436,2.593660214674152,34.788184705960916,Loggerhead turtle (NW Atlantic)
-33.761198129482544,2.6463059255393575,0.6465249913722728,0,-4.8484170493637615,Loggerhead turtle (NW Atlantic)
-40.507212066599976,-2.462678455313387,8.797638543978454,3.6477215530606184,38.09018911648166,Loggerhead turtle (NW Atlantic)
-39.63837083973712,-1.7235249877878445,8.452112644230644,3.631099714016633,39.78447025364094,Loggerhead turtle (NW Atlantic)
-26.921610436299066,7.048345403146207,3.5208694494390866,1.0016116085580293,27.674657490571807,Loggerhead turtle (NW Atlantic)
-24.152811177714426,9.438258125412341,2.4485948984924035,0.3141555552958129,21.647495141807134,Loggerhead turtle (NW Atlantic)
-30.98715682564621,4.536819351410453,1.7002691272522525,0.10367596075740139,13.044140705915686,Loggerhead turtle (NW Atlantic)
-64.85868505782608,-20.677139522588632,3.0711118554548045,0.41861258118678896,-2.8452380376257635,Loggerhead turtle (NW Atlantic)
-25.46776547101025,8.62103599613136,3.5767799853760476,0.9793484426437087,29.23993457225783,Loggerhead turtle (NW Atlantic)
-31.401282125291644,4.31229534494527,4.162877063698833,1.3076248413638454,29.354328650750443,Loggerhead turtle (NW Atlantic)
-34.77786389806095,1.1509517955980524,2.06989719510649,0.215580607685803,12.22734053331683,Loggerhead turtle (NW Atlantic)
-40.532954409843704,-2.6455772506876687,0.04587231510899043,0,-28.49282934648405,Loggerhead turtle (NW Atlantic)
-32.32046487048344,3.613841889951434,0,0,-88.90632292664364,Loggerhead turtle (NW Atlantic)
-28.51902253587004,6.172354223331088,4.427514262223369,1.4637011147716914,30.10810749600248,Loggerhead turtle (NW Atlantic)
-32.70659902194776,3.24460573053139,0.8903335493249602,0,-0.13221029368114012,Loggerhead turtle (NW Atlantic)
-33.63463029063613,2.5129636859302287,1.7374155306698793,0.128839447961903,14.895851142928487,Loggerhead turtle (NW Atlantic)
-34.62368324053813,1.5708871506964184,3.6017395898369635,0.8664617003473294,23.086172941112284,Loggerhead turtle (NW Atlantic)
-48.80707082934536,-8.80452484387772,3.50087711172277,0.8209455676935447,13.468608950516348,Loggerhead turtle (NW Atlantic)
-27.65479105488707,6.9321655204254276,5.251224915615417,1.5152745613190524,31.622371828240837,Loggerhead turtle (NW Atlantic)
-45.158049433715,-5.847370292694177,1.6289165447292646,0.06916570711688398,1.559847267104267,Loggerhead turtle (NW Atlantic)
-42.037564428646945,-3.525861092286645,2.8567914430937846,0.4254322274483564,10.670810349433692,Loggerhead turtle (NW Atlantic)
-45.57226721661642,-6.5878107861770445,1.707906773573661,0.17029671399909435,7.290567055226472,Loggerhead turtle (NW Atlantic)
-35.372066694516974,1.188848748638664,1.7284950500057759,0.00425469012165583,2.813251286948917,Loggerhead turtle (NW Atlantic)
-37.96146697686661,-0.5117546969797478,2.7713491856269714,0.6143095510979484,24.675398574497525,Loggerhead turtle (NW Atlantic)
-33.64529931090485,2.4076737364060468,6.649201782815125,2.2772205691544523,32.58296544687408,Loggerhead turtle (NW Atlantic)
-24.327820079555824,9.224219784045129,2.1771355857550936,0.2264915279398011,20.414591483694462,Loggerhead turtle (NW Atlantic)
-58.17184115069479,-15.413605166138504,3.241671239204199,0.6862988986045833,12.47484985397893,Loggerhead turtle (NW Atlantic)
-31.94070744671739,3.780648438798061,2.4375593957552946,0.38775601965275414,20.076963224885745,Loggerhead turtle (NW Atlantic)
-26.733140702824752,7.852061465493368,2.0188262175766374,0.13435962566934925,16.075103059654708,Loggerhead turtle (NW Atlantic)
-42.25029077488287,-3.894507344476046,1.638123713323732,0.22749372321738537,13.290124783014583,Loggerhead turtle (NW Atlantic)
-39.1323523358513,-1.9947161231414932,1.0273911514117566,0,-4.963726845862704,Loggerhead turtle (NW Atlantic)
-17.41828855170363,14.308128764299603,5.114525405758802,2.0632342468998828,42.20246146283361,Loggerhead turtle (NW Atlantic)
-33.861627934330635,2.0386206987202242,1.4748551446436937,0.0016469815795494727,3.0283454765441693,Loggerhead turtle (NW Atlantic)
-24.611069449208944,8.784250995478384,0.06792832184594744,0,-14.511377421215501,Loggerhead turtle (NW Atlantic)
-27.84944786462792,6.664832543859033,0.38990443313227735,0,-7.436645624795822,Loggerhead turtle (NW Atlantic)
-32.38340474395238,3.414763849181442,4.377022355025725,1.2541250031744005,26.04527955483104,Loggerhead turtle (NW Atlantic)
-53.72968323306208,-12.369816490881256,3.756217944121259,1.5039124469811065,23.86550818468863,Loggerhead turtle (NW Atlantic)
-34.39204248215717,2.244005001800178,3.4188092707742044,0.6065712830024201,19.3057329651332,Loggerhead turtle (NW Atlantic)
-47.879224301228355,-7.8402378508662,25.016082856153478,17.96766405275009,65.18775203149846,Loggerhead turtle (NW Atlantic)
-29.257665304609727,5.724299515014759,5.182452273938639,1.6768571562296533,32.81253100548733,Loggerhead turtle (NW Atlantic)
-34.042155832336505,2.1632852191617133,2.4868915141624837,0.32391287249389505,15.428684522695082,Loggerhead turtle (NW Atlantic)
-38.978141725063416,-1.6402474584134121,1.7101190341379184,0.014669842660416111,1.5737390175753943,Loggerhead turtle (NW Atlantic)
-33.831246607164026,2.4530734950296633,17.744173961523828,10.029621112021148,60.593995992087244,Loggerhead turtle (NW Atlantic)
-35.98006388500274,0.973061390958631,2.1065128678752925,0.16949970703349468,11.224460675179847,Loggerhead turtle (NW Atlantic)
-29.78336140545064,5.315215421118404,1.6862683491137467,0.04071960737514769,9.901235859812086,Loggerhead turtle (NW Atlantic)
-60.5786889735499,-17.374264043712582,7.610878364882654,3.9071831558742063,35.75976786977706,Loggerhead turtle (NW Atlantic)
-36.707644103255475,0.14436407928383294,1.6507078879272896,0.07085847896902801,7.170664154909706,Loggerhead turtle (NW Atlantic)
-38.67166549129721,-1.3531570087206286,1.5844931138725422,0.04879716182166416,5.235530210065466,Loggerhead turtle (NW Atlantic)
-60.94570936302255,-17.354929502371192,1.4387269833906662,0.020147800633233383,-12.540620781523721,Loggerhead turtle (NW Atlantic)
-27.752657352798234,7.006622385617997,1.9594329920691478,0.13584264712623909,15.507001101413792,Loggerhead turtle (NW Atlantic)
-41.984945740428195,-3.4738761958089763,0.908280091370889,0,-7.843883053539123,Loggerhead turtle (NW Atlantic)
-34.91406576678173,1.7819200887833642,3.378482694173105,0.9693805228312122,24.505048936618458,Loggerhead turtle (NW Atlantic)
-40.01262241999902,-2.078515566193491,3.9208867303371204,1.4846425394964022,29.135642982598554,Loggerhead turtle (NW Atlantic)
-29.693391680926194,5.311544526580307,3.6054034162798927,0.48231232316571276,19.724398083283326,Loggerhead turtle (NW Atlantic)
-32.29076555864516,3.3842795492309357,2.418207552942838,0.18817753697462944,13.579555188209813,Loggerhead turtle (NW Atlantic)
-32.77678046966673,3.126732796953575,1.3271342417835912e-4,0,-32.33941819622056,Loggerhead turtle (NW Atlantic)
-27.93599680815759,6.713074087914534,2.0384022774999897,0.1239917439707841,15.254890296542145,Loggerhead turtle (NW Atlantic)
-37.626915720834624,-0.4868045268919632,6.15139213483887,2.857866114126957,35.65676793430843,Loggerhead turtle (NW Atlantic)
-59.07951495928807,-15.85040169724264,1.056262537915266,0.08227693543539294,-1.9195694602525921,Loggerhead turtle (NW Atlantic)
-38.51450400043873,-1.0808477413690663,2.661367146440201,0.29328035444371847,11.21620537105902,Loggerhead turtle (NW Atlantic)
-45.94118897433454,-6.4479022017404155,5.133358336581502,2.374838836559687,27.706147798879783,Loggerhead turtle (NW Atlantic)
-34.296026490847645,2.1521314331823636,2.2653499536024184,0.1910980306017157,13.363759693768404,Loggerhead turtle (NW Atlantic)
-48.835307560746806,-8.560217169592994,5.313158198251736,2.3946196643854334,27.276642955724167,Loggerhead turtle (NW Atlantic)
-32.73182657099239,3.515327878468764,2.2356841523494144,0.3547619931572074,18.27936334791331,Loggerhead turtle (NW Atlantic)
-46.15438769738264,-6.683099812422875,2.741874043414852,0.392385766313098,8.215168282428282,Loggerhead turtle (NW Atlantic)
-32.59284270947278,3.368804115395188,3.6878912045811645,0.9563820944785056,24.885615050926166,Loggerhead turtle (NW Atlantic)
-33.596303955179636,2.639953307262743,1.631911426647437,0.10103948302173463,11.297843612353505,Loggerhead turtle (NW Atlantic)
-30.42306630585651,4.650010785741697,1.4404909181254346,0.013275953614588535,7.515716977892792,Loggerhead turtle (NW Atlantic)
-32.4529750535261,4.138159749408956,3.429428712033003,0.6369681235949456,22.63710447791163,Loggerhead turtle (NW Atlantic)
-39.24194622927072,-1.4541081487736776,2.41140589701927,0.29460693165708646,12.006570905647584,Loggerhead turtle (NW Atlantic)
