pctredmsy,pctredmey,ycostmsy,pcostmey,species
-1.5141478170064615,25.861302068603997,2.253218610400856,0.04046182190659885,Loggerhead turtle (NW Atlantic)
7.892326306018745,32.68263057444621,0.899506630027164,0,Loggerhead turtle (NW Atlantic)
12.401613748144149,36.16028027885894,0.5421670045008529,0,Loggerhead turtle (NW Atlantic)
12.811569864609648,36.62058733549333,0.42613381228824204,0,Loggerhead turtle (NW Atlantic)
8.886241245243474,33.510030984374204,0.8493727308563968,0,Loggerhead turtle (NW Atlantic)
-8.510179251730474,20.780876860532402,1.8852176256380164,0.20048454628403936,Loggerhead turtle (NW Atlantic)
8.45217446027965,33.318457167640005,0.6320111056407608,0,Loggerhead turtle (NW Atlantic)
-6.122063429446824,22.659175234581546,1.1289611204677945,0.0815411025366442,Loggerhead turtle (NW Atlantic)
-7.5747167865240606,21.537826363500002,2.7408384321516728,0.20305572510548522,Loggerhead turtle (NW Atlantic)
-9.392227585929655,20.21495544859939,1.3471726747398791,0.15721606361036922,Loggerhead turtle (NW Atlantic)
9.899565958352369,34.440838975248845,0.47678454891361194,0,Loggerhead turtle (NW Atlantic)
8.036064639053482,33.04253814329548,0.956812701634966,0,Loggerhead turtle (NW Atlantic)
-0.1466890919425022,26.82453938071414,2.1541240032887528,0.0298608105438856,Loggerhead turtle (NW Atlantic)
-2.0630015523278744,25.383103063175895,2.1116644265433244,0.05293207723495243,Loggerhead turtle (NW Atlantic)
11.181337508234817,35.44788575790498,0.4477858986813194,0,Loggerhead turtle (NW Atlantic)
6.783385276107861,32.05287655493052,1.1674175619183849,0,Loggerhead turtle (NW Atlantic)
NA,NA,NA,NA,Loggerhead turtle (NW Atlantic)
2.724913029056823,29.05968576191039,1.4322620409370215,0.0022043872981010776,Loggerhead turtle (NW Atlantic)
7.233454973535353,32.336261161641815,1.0888285827236137,0,Loggerhead turtle (NW Atlantic)
-3.795911296805828,24.23211205589814,1.099657511846207,0.06388456750974734,Loggerhead turtle (NW Atlantic)
10.93873123993202,34.817697514465685,0.6200039452555782,0,Loggerhead turtle (NW Atlantic)
NA,NA,NA,NA,Loggerhead turtle (NW Atlantic)
19.312733983579182,41.20078900894712,0.16263320073346826,0,Loggerhead turtle (NW Atlantic)
1.9873290367357228,28.59501777859295,1.1589557166403788,0.0037170899571779105,Loggerhead turtle (NW Atlantic)
17.50786103671596,40.01270593553106,0.2287151624763984,0,Loggerhead turtle (NW Atlantic)
10.718576477359948,34.99325878113485,0.480768002760131,0,Loggerhead turtle (NW Atlantic)
15.321523961906381,38.82639515768082,0.2819700307508163,0,Loggerhead turtle (NW Atlantic)
7.498048736871322,32.65299351113323,0.7755624034062187,0,Loggerhead turtle (NW Atlantic)
7.841043455859694,33.362623498339985,0.6625136278077665,0,Loggerhead turtle (NW Atlantic)
8.075428886818358,33.18116782768391,0.7855861157059197,0,Loggerhead turtle (NW Atlantic)
17.4954347036288,40.044852702216474,0.2084549092470938,0,Loggerhead turtle (NW Atlantic)
-8.81786157334813,20.605869474593817,1.3498852345685044,0.15717361441964053,Loggerhead turtle (NW Atlantic)
-0.33882273121519446,26.83926346285941,1.610940272590031,0.028640201095813365,Loggerhead turtle (NW Atlantic)
4.631163079550799,30.587914330127905,0.9157846877857758,0,Loggerhead turtle (NW Atlantic)
8.190567513700564,33.30699846026302,0.6329279230849838,0,Loggerhead turtle (NW Atlantic)
2.7134316738780546,29.352712398284687,1.0151506354264028,7.521117961057781e-4,Loggerhead turtle (NW Atlantic)
-7.148442123624965,21.8900015421479,1.4509103963592718,0.10285457539543127,Loggerhead turtle (NW Atlantic)
10.24991164761344,34.808323183288586,0.5780706859091521,0,Loggerhead turtle (NW Atlantic)
-2.4965280770536613,25.180941555559688,1.4001146364573904,0.05436053594193046,Loggerhead turtle (NW Atlantic)
0.510341454824966,27.20692006763118,1.4353245703346433,0.019713361477978208,Loggerhead turtle (NW Atlantic)
2.510748118332154,29.020494863086753,1.2891704976684293,0.0025314462131154395,Loggerhead turtle (NW Atlantic)
11.041119927404552,35.21669862539461,0.5217530903646214,0,Loggerhead turtle (NW Atlantic)
-8.500636162072716,20.791320427454067,2.375271944759463,0.19935458205957252,Loggerhead turtle (NW Atlantic)
-3.7976202477342653,24.338563283001644,2.9073506415838897,0.10343874481996973,Loggerhead turtle (NW Atlantic)
