pctredmsy,pctredmey,ycostmsy,pcostmey,species
-56.68285814611014,15.60344772139824,3.0582165361989344,0.24258836923649768,Loggerhead turtle (NW Atlantic)
-82.83367830013202,2.4669144238547465,4.547183611967033,0.4399605370780589,Loggerhead turtle (NW Atlantic)
-45.39757714986967,22.771770610785943,3.710602647544276,0.039998407520508816,Loggerhead turtle (NW Atlantic)
-281.43124925388304,-104.34574282317705,2.2813879449963643,0.5174352585548416,Loggerhead turtle (NW Atlantic)
-85.24239140520439,0.6644234870664979,3.985471968310203,0.35971783458544004,Loggerhead turtle (NW Atlantic)
-61.041269141454194,15.588407389701073,4.766089950602771,0.29660929354933785,Loggerhead turtle (NW Atlantic)
-66.42890889009135,13.535757658112919,4.4238700040886645,0.26308452571953134,Loggerhead turtle (NW Atlantic)
-168.08162294109937,-41.59073525308811,6.1973811615656595,1.389093834159897,Loggerhead turtle (NW Atlantic)
-63.36553513807093,13.264100976037355,3.9277118282633388,0.16648789895209917,Loggerhead turtle (NW Atlantic)
-47.43847877405741,22.191930545833323,3.0189030070684675,0.048559712925589374,Loggerhead turtle (NW Atlantic)
-236.20665391334168,-80.61479034888336,2.926144528582941,0.29704085141517855,Loggerhead turtle (NW Atlantic)
-90.44231863815074,-0.9507387011717353,5.775594028092885,1.141891071576156,Loggerhead turtle (NW Atlantic)
-33.58221983163134,29.460532181001263,2.654853211117575,5.997570067206846e-4,Loggerhead turtle (NW Atlantic)
-2.072734357658331,45.990767353431494,1.5647033453664618,0,Loggerhead turtle (NW Atlantic)
-122.37289513302608,-18.41004604353372,5.989078331076263,1.0054497337339288,Loggerhead turtle (NW Atlantic)
-81.33102914826645,1.7590170672301735,4.196866886248834,0.4807155216722145,Loggerhead turtle (NW Atlantic)
-166.43905045421553,-40.84556768431345,4.8228541911499025,1.1721844749501702,Loggerhead turtle (NW Atlantic)
-65.67340188688277,12.57700877125523,3.4535719688986513,0.1834733649534014,Loggerhead turtle (NW Atlantic)
-95.21644509750162,-5.102673474572213,5.277518200863451,0.5567074815611858,Loggerhead turtle (NW Atlantic)
-19.4110417248734,36.20944311503988,3.55185776658042,0,Loggerhead turtle (NW Atlantic)
-88.56500443297325,-0.3851562744177128,3.5332739410300866,0.36149677812882586,Loggerhead turtle (NW Atlantic)
-79.58157070641538,4.903517700732042,4.643436202747482,0.34001793245839673,Loggerhead turtle (NW Atlantic)
-257.07764995867427,-91.11955703514401,4.76218354400498,0.39158962671941766,Loggerhead turtle (NW Atlantic)
-23.479908786768515,34.64593949141369,4.333559617090128,0,Loggerhead turtle (NW Atlantic)
-70.1533035524394,9.271478304448069,2.195537457375565,0.18855592561290718,Loggerhead turtle (NW Atlantic)
-52.74842177925056,18.11804645758694,5.222082062405234,0.228189538694804,Loggerhead turtle (NW Atlantic)
-59.71412498273444,14.804074800543141,3.612772957385857,0.17576241738464407,Loggerhead turtle (NW Atlantic)
-287.78429656565334,-108.8059324408175,5.1304537805179296,0.5850650098519607,Loggerhead turtle (NW Atlantic)
-95.27760530378944,-5.847268765941336,4.768634269819622,0.7690658534181266,Loggerhead turtle (NW Atlantic)
-57.00355841702467,15.858876017866528,4.439681990417407,0.1816790054091771,Loggerhead turtle (NW Atlantic)
-150.29624546417205,-35.33506837097872,5.691531144525038,1.2783949164955069,Loggerhead turtle (NW Atlantic)
-94.28885530002634,-2.601978890355309,3.018573950517929,0.42224810247363626,Loggerhead turtle (NW Atlantic)
-55.783824156260934,17.32347176074124,4.2422462150617495,0.24221430895112658,Loggerhead turtle (NW Atlantic)
-24.5412590777108,33.368295290069156,2.829668672155604,0,Loggerhead turtle (NW Atlantic)
-108.63821425450445,-12.867232610798354,3.819713904210769,0.6398651306809071,Loggerhead turtle (NW Atlantic)
-100.42098755644345,-7.578491110688628,5.308229091187732,0.621943232660614,Loggerhead turtle (NW Atlantic)
-76.55587339193985,6.600051831299959,5.183631166779481,0.43527826091073185,Loggerhead turtle (NW Atlantic)
-58.349410715160545,15.948768265048583,4.397614700353263,0.11704678065625436,Loggerhead turtle (NW Atlantic)
-35.871121273998284,27.203456665188483,5.584087444193645,0.04965577470781449,Loggerhead turtle (NW Atlantic)
-50.81332016547531,19.092392316212226,3.278609575143196,0.15559136332796772,Loggerhead turtle (NW Atlantic)
-48.631648217393504,20.269966322546466,3.2843993270444445,0.08125854630147097,Loggerhead turtle (NW Atlantic)
-281.55234803210044,-101.49962961771814,5.451071634293504,0.6887134503529175,Loggerhead turtle (NW Atlantic)
-47.70617365119402,21.082058516604338,4.36805665422735,0.10156588896099922,Loggerhead turtle (NW Atlantic)
